생산자,설명
바르코스 와인 I 아데가 폰테 다 바르카Barcos Wine I Adega Ponte da Barca [B2B],"The Adega Ponte da Barca intends to remain faithful to its principle 'The Origin Matters', its main mission is the sustainable production of genuine wines, with indigenous varieties, to be shared in good company and in moderation!"
파라스 와인즈Parras Wines [B2B],"Parras Wines is one of the top 10 largest groups operating in the wine business in Portugal. Based in the Lisboa wine region, the Group offers the quality wines of Quinta do Gradil, a 200 hectares property and a historic Estate dating 1492."
산토스 & 세익소 와인즈Santos & Seixo Wines [B2B],"Santos & Seixo Wines story started with two-long time families friends, who shared the same passion for wine.In 2010, the founding partners, Alzira dos Santos and Pedro Seixo moved forward with their dream project and a clear vision, making wines w"
베스츠 그레이트 웨스턴Best's Great Western,
몬타라 지미Montara Jimmy,
세펠츠필드Seppeltsfield,세펠츠필드(Seppeltsfield)는 호주 남호주 바로사 밸리에 위치한 유명한 와이너리입니다.
비냐 데 아귀레Vina De Aguirre,
샴페인 와리에 피에Champagne Waris et Filles,"샴페인 와리에 피에(Champa Waris et Filles) 샴페인 하우스는 샹퍄뉴 내 6곳에 산재한 포도밭 총 7헥타르에서 포도를 재배하며 샴페인을 생산하는 Waris 가문의 4세대 이다. 재배 품종은 25% Chardonnay (Côte des Blancs and Sézannais), 68% Pinot Noir (Sézannais, Épernay and Aube) 그리고 8% Pinot Meunier (Ardre Valley) 이며, 100% 유기 비료만을 사용하며 화학살충제 사용 없이 포도를 재배하고 있다."
샴페인 유진 쓰리Champagne Eugene III,"샴페인 유진 쓰리(Champagne Eugene III )는 샹파뉴지역 바로빌에 위치한 샴페인 하우스로, 시토회 수도승들의 역사와 함께 한다. 수도사들은 12세기에 포도나무를 심었고 클레르보 수도원 설립자 세인트 버나드는 1152년에 샴페인 셀러를 지었다. 유진 3세는 클레르보 수도원의 수도승으로 세인트 버나드의 수제자 이다."
바인호프 위이벨Weinhof Uibel,바인호프 위이벨(Weinhof Uibel )은 Leo Uibel과 그의 처 Michaela에 의해 2007년 니더외스트라이히 지역 내 Ziersdorf Kohlberg 포도밭을 인수하며 시작되었다. 이 포도밭은 1220년 교회 기록에 나타나며 1822년 쾰른 지도에도 선명히 포도밭의 구획이 표시되고 있는 유서깊은 포도밭이다.
헤르다데 도 로심Herdade do Rocim [B2B],"Herdade do Rocim is mainly the result of a desire and a dream. God wishes, Man dreams, the Work is born is Fernando Pessoa´s poetic expression which best helps us to understand the circunstances in which the idea arose and the work has been created."
샤또 비비안Chateau Bibian,
레 비뇨블 퐁까이유Les Vignobles Foncalieu,
콜레 아디마리Colle Adimari [B2B],"In the Chianti region, Colle Adimari is immersed in the typical tuscany rural landscape. We are brother and sister; together we take care of the vineyards our grandfather passed on to us."
테누타 산 자코포Tenuta San Jacopo [B2B],"Tenuta San Jacopo is a family owned tuscan farm founded in 1737 in Cavriglia, between Chianti Classico and the Valdarno Superiore in the first totally organic wine production area in Europe. It extends for 140 hectares located at about 300 m.s.l. , of which 40"
테누타 디 프라테르니타Tenute di Fraternita [B2B],"Our company dates back to 1262 and is closely tied to the history of Arezzo, our city. In the 1500s we subsidized Giorgio Vasari's studies, as well as commissioning him several works including paintings and architectural projects. Our historical palace in Arezzo's Piazza Grande, besides being our main office, also hosts a museum featuring a rich selection of works, an astronomical clock from 15"
그라프 토겐버그 - 포지오 로찌Graf Toggenburg - Poggio Rozzi [B2B],"An exceptional location in the midst of Tuscany's Chianti region, a wonderful atmosphere, stunning views of the olive groves and vineyards. This is Poggio Rozzi, that with a rich ecosystem, a good microclimate and rich soils offers ideal conditions for winegrowing. After a careful development, Eberhard, Count von Toggenburg now produces five Tuscan wines at the Poggio"
우끼아노Uggiano,우찌아노(Uggiano)는 와이너리의 소유자 Giuseppe Losapio의 지휘 아래 만들어진다. 35년 이상의 긴 세월을 이태리 와인을 만드는데에 쏟아 부었다.
베끼아 칸티나 데 몬테풀치아노Vecchia Cantina di Montepulciano [B2B],
카디날Cardinale,
샴페인 무슈 호스톰Champange M. Hostomme,
세이프리드 에스테이트Seifried Estate,세이프리드 에스테이트(Seifried Estate)는 뉴질랜드 남섬의 넬슨(Nelson) 지역에 위치한 가족 경영 와이너리입니다.
도멘 클레망세Domaine Clemancey,"도멘 클레망세(Domaine Clemancey)는 수대에 걸쳐서 쿠셰 마을에서 와인을 생산하던 가문입니다. 1996년부터 현재 오너인 마리에-오딜레의 아버지로 부터 와인의 성공이 시작되었으며, 현재는 마리에와 남편 티에리씨가 직접 운영하며 와인을 생산하고 있습니다."
푸토Futo,"푸토(Futo)는 2002년 Tom, Kayle Futo에 의해 설립된 와이너리로 오크빌에서 7에이커의 작은 포도밭에서와인 생산을 시작하였습니다. 캘리포니아 최고의 와인밭 관리인인 David Abreu(데이비드 아브르)와 Mark Aubert(마크 오베르)를 고용하여, 첫 빈티지인 2004 빈티지를 로버트 파커 비평가 점수 99점을 획득하며, 컬트 와인의 반열에 올랐습니다."
가브리엘 메프르Gabriel Meffre,"가브리엘 메프(Gabriel Meffre)는 1936년 프랑스 론 지방의 지공다스 지역에 와이너리를 설립하였습니다. 와이너리이자 네고시앙으로 와인을 생산하여 판매를 하였고, 성공적인 비즈니스를 통해 현재는 론 전지역에 걸쳐 5개의 브랜드를 생산하고 있습니다."
장 끌로드 부아세Jean Claude Boisset,
도멘 앙리 보노Domaine Henri Bonneau,도멘 앙리 보노(Domaine Henri Bonneau)는 샤또네프 뒤 빠쁘 전문 생산자로 1927년 설립된 와이너리 입니다.
도멘 필립 샤비Domaine Philippe Chavy,도멘 필립 샤비(Domaine Philippe Chavy)는 풀리니 몽라셰 마을의 유명 가문인 샤비(Chavy)가문의 자제 중 하나로 그의 아버지가 1950년대 식재한 풀리니 지역 포도밭과 어머니 가문에서 1930년대 식재한 뫼르소 지역의 포도밭을 가지고 와이너리를 시작하였습니다.
슬론 에스테이트Sloan Estate,슬론 에스테이트(Sloan Estate)는 1997년 미국 슈퍼마켓 체인(QFC)의 오너 '스튜어트 슬론'에 의해 설립된 와이너리로 프랑스 샤또와 같이 지어진 고성이 있는 40에이커의 대지로 부터 시작하였습니다.
아카루아 와이너리Akarua WInery,"아카루아 와이너리(Akarua Winery)는 배녹번 지역이 세계적으로 유명해지기 이전인 1990년대 초반 The Skeggs 가문이 포도원을 매입하면서 그 역사가 시작되었으며, Sir Clifford Skeggs의 신념과 빠른 판단에 힘입어 배녹번의 '그랑 크뤼'라고 할 수 있는 해발고도 300m 전후의 북향의 언덕에 포도를 식재하였다."
플레차스 데 로스 안데스Flechas de Los Andes,플레차스 데 로스 안데스(Flechas de Los Andes)는 세계적인 명문 금융가문이자 세계최고의 포도원으로 꼽히는 샤또 라피트 로칠드를 공동소유하고 있는 바롱 에드먼드 로칠드 그룹의 2세인 바롱 벤자민 로칠드와 로렌 다쏘(쌩 테밀리옹 그랑크뤼 샤또 다쏘 소유) 가문의 파트너쉽에 의해서 탄생된 와이너리다.
후베 이 깜프스Juve & Camps,후베 이 깜프스(Juve & Camps)는 1796년부터 보유 해오던 후베 가문의 포도밭에 1921년 후안 후베와 부인인 레사 깜프스가 '후베'라는 브랜드로 스파클링 와인을 만들어 판매하기 시작하면서 시작되었다.
브리스데일Bleasdale,"브리스데일(Bleasdale)은 1850년 Frank Potts에 의해 설립된 와이너리로, 호주 Langhorne Creek에서 가장 오래된 와이너리이자 호주 전역에서도 가장 유서 깊은 와이너리 중 하나입니다."
소콜 블로서 와이너리Sokol Blosser Winery,"소콜 블로써(Sokol Blosser)는 오리건 와인 산업이 형성되기 전, 40년이 넘도록 포도를 재배해 왔으며 모범적인 와인을 만들어 온 가족 소유의 와이너리이다. 후보 아펠라씨용 지역인 오리건의 던디 힐에 있는 87 에이커 규모의 인증 받은 유기농 포도원에 자리를 잡은 소콜 블로써는 그들이 재배한 포도의 우수성을 통해 보여줬듯이, 그 지역의 테루와를 지속적으로 점유해 왔다."
밸리 뷰 와이너리Valley View Winery [B2B],"남부 오레건의 Jacksonville 마을 근처에 위치한 Valley View Winery는 1850년대에 개척자 Peter Britt에 의해 설립되었다. 이후, 1906년에 그의 죽음과 함께 와이너리는 잠시 문을 닫았으나, 1972년 Frank 와 Ann Wisnovsky에 의해 이름을 이어가게 되었다. 이전의 포도밭 Rogue Valley와 그들이 소유했던 Applegate Valley를 합하면서, 여러 종류의 지질 구조와 미세기후를 표현하는 와인들이 생산한다. 특히 좋은 가격과 품질을"
웻젤 이스테이트Wetzel Estate [B2B],"Wetzel Family of Wines는 오레건 Willamette Valley에서 1990년에 설립되었다. 독일에서부터 4대에 걸친 전통생산 방식은 오레건에 와서 절정을 이루었다. 생산량을 제한하면서 풍미가 강렬해졌고, 여러 매체에서 입상하며 품질을 증명 받았다. 포도밭은 Van Duzer Corridor AVA에 속해있으며, 배수가 좋고 많은 광물을 함유하고 있다. 이곳은 태평양 북서부 포도밭 규정 중 가장 엄격한 지속가능성 표준법 L.I.V.E. 인증을 받았"
에어필드 에스테이트Airfield Estates [B2B],"에어필드 에스테이트(Airfield Estates)는 2차 세계 대전 당시, 공군 훈련 기지로 활용되었던 곳에 위치하고 있는 곳에 마이크 밀러(Mike Miller)와 그의 가족들이 포도를 심기 시작하면서 와이너리가 설립되었다."
에잇 벨즈 와이너리Eight Bells Winery [B2B],"Eight Bells Winery는 2009년, 친구 Tim Bates, Andy Sheperd, Frank Michiels과 함께 떼루아를 반영하는 고품질 와인을 만들어보자는 일념하에 설립되었습니다. 이후, Frank의 딸 Taylor는 2021년부터 와이너리 정식 CEO로 합류했고, 남편 Kip과 함께 Eight Bells Winery 2세대를 구축했습니다."
J. 크리스토퍼J. Christopher,"크리스토퍼(J. Christopher)는 오레곤의 북쪽 Willamette Vally (윌라멧 밸리)에 위치한다. 크리스토퍼 와이너리 는, 전통적인 부르고뉴 스타일의 피노 누아를 생산하는 작은 와이너리이다. 이 와이너리의 소유주인 제이 소머스는 오레곤 지역의 최고 포도밭에서 생산한 최고의 포도를 수작업으로 15년 이상 와인을 만들어 왔다."
시두리Siduri,"1994년 설립된 바빌로니아의 와인 여신의 이름을 딴 시두리(Siduri)는 와이너리 설립자 아담 리(Adam Lee)가 피노누아를 사랑하고, 직접 훌륭한 와인을 만들고자한 꿈이 만들어낸 뛰어난 결과물입니다. 오늘날, 시두리의 피노누아들은 그 폭과 깊이는 정말 독특합니다. 서늘한 기후의 피노누아를 재배하며 싱글 빈야드 와인과 AVA 레벨의 와인을 생산하기에 캘리포니아의 산타 바바라 카운티부터 오리건 주의 윌라멧 밸리에 이르"
앙리 샴플리오Henri Champliau,"앙리 샴플리오(Henri Champliau)는 프랑스 부르고뉴 지역에 위치한 와이너리로, 특히 크레망 드 부르고뉴(Crémant de Bourgogne)와 같은 스파클링 와인으로 유명합니다."
아델사임 빈야드Adelsheim Vineyards,아델사임 빈야즈(Adelsheim Vineyards)의 데이비드 아델스하임(David Adelsheim)은 1972년에 오리건의 윌러매트 계곡에 북부 유럽의 포도들을 최초로 심었다.
사이테이션 와인즈Citation Wines,"“다른 이들처럼, 저 또한 와인을 제 첫 커리어로 시작하지 않았습니다. 하지만 업계로 비교적 빨리 들어온것에 대해 감사함을 느끼죠.” 하워드는 워싱턴 대학교에서 식물학을 전공하던 중 와인과 사랑이 빠졌습다. 그리하여 와인샵 아르바이트를 시작으로 업계에 들어왔으며, 1975년"
콜린 클레멘즈 빈야즈Colene Clemens Vineyards,"콜린 클레맨스(Colene Clemens)는 오리건 윌라메트 밸리 안에서도 가장 고급스러운 피노 누아가 생산되는 쉐할럼 마운틴 AVA에 속해 있습니다. 와이너리가 불과 15년정도 밖에 안되었음에도 불구하고, 2015년도 와인 스펙테이터에서 마고 피노 누아가 45위에 랭크되었고 이후 2017년엔 크릭 피노누아가 42위 그 다음해인 2018년에는 7위로 급상승하는 저력을 나타내기도 했습니다"
JB 뉴펠드JB Neufeld,2008년 첫 빈티지를 출시한 제이비 뉴펠드(JB Neufeld)는 미국 워싱턴 야키마밸리에 위치하고 있습니다. 워싱턴에서 유일하게 야키마밸리 AVA의 카베르네 소비뇽 품종에만 집중하고 있는 와이너리로 부부인 남편 저스틴 뉴펠드와 아내 브룩 뉴펠드가 팀을 이뤄 브랜드를 이끌고 있습니다
"샤또 쁘리외르 리쉰Chateau Prieure Lichine, Grand Cru Classe,4th Cru",샤또 쁘리외르 리쉰 (Chateau Prieure-Lichine)은 마고의 5개의 꼬뮌(commune) 중 깡뜨냑(Cantenac)에 위치하고 있다. 16세기 수도원의 수도사들에 의해 만들어진 쁘리외르 리쉰은 송악이라는 덩굴식물로 뒤덮여 있어 중세의 아름답고 평온한 수도원의 모습으로 그대로 가지고 있다. 보르도의 다른 샤또들과 마찬가지로 프리외레 리쉰은 역시 이 지방의 카톨릭의 역사와 같이하고 있는데 그 당시에는 단지 카톨릭의 미사주로 사용
라 자라La Jara [B2B],1891년부터 시작된 이탈리아 베네토 주에 위치한 역사깊은 와이너리. BIO를 넘어 ICEA (Istituto per la Certificazione Etica ed Ambientale) 인증을 받은 비건 와인으로 유명. The Gilbert & Gaillard International Competition에서 프로세코 라인들이 다수 수상.
더블 제로 와인즈00 Wines,더블 제로 와인즈(00 Wines)는 글로벌 럭셔리 와인 하우스로 미국 오리건 지역에서 만드는 샤도네이와 피노누아에 특화된 와이너리입니다. 2015년 와이너리의 설립자이자 오너인 크리스 허만(Chris Hermann)과 그의 아내 캐서린(Kathryn)은 더블 제로 와인즈를 공동 창업하면서
엘크 코브 빈야즈Elk Cove Vineyards,"엘크 코브(Elk Cove Vineyards)는 오레곤 중에서도 가장 유서 깊고 신망받는 와이너리 중하나이다. 1974년 Pat(팻)과 Joe Campbell에 의해 처음 세워졌으며 그들의 목표는 오직 장인 정신이 깃든 와인을 생산하는 것이었고, 현재 그들이 생산하고 있는 와인은 세계에서 가장 경쟁력 있는 와인 중의 하나이다."
에이 투 지 와인 웍스A to Z Wine Works,"2002년 오리건에서 각자 마케팅, 경영, 와인메이킹, 와인 포도 재배를 총괄하던 와인 전문가 4명이 모여 탄생시킨 브랜드 A to Z 는 최고의 와인, 최대의 지속가능성, 최선의 양심적인 운영을 목표로 사회적 기업의 책임을 다하고, 지역 사회와 직원들의 업무 환경을 존중함을 증명해주는 미국의 유명 비영리 단체의 비콥 (Benefit Corporation by Benefit Lab) 인증을 받고, 2021년 IWCA (International Wineries for Climate Act"
키우사 그란데Chiusa Grande [B2B],이탈리아 중동부 아브루쪼 위치 : vinosophia (vino: 와인 + filosofia : 철학) 란 타이틀을 걸고 본인들의 Bio 철학을 건 와이너리. 스파클링부터 많은 라인이 있지만 Il Perla Nera (Montepulciano d'Abruzzo DOC)와 Il Perla Bianca (Trebbiano d'Abruzzo DOC) 가 이탈리아 현지에서 가장 큰 각광을 받음.
무라토리 프란차코르타Muratori Franciacorta [B2B],길지 않은 역사에 비해 3대째 탄탄히 이어져 내려오는 가족 비즈니스. 54ha의 큰 면적에 프란치아코르타 독점 생산. 지속가능한 와인 산업을 추구하며 그 철학에 맞는 셀러 “VILLA CRESPIA” 건축. 이탈리아 내 TENUTA VILLA CRESPIA RISERVA 라인으로 고급 스파클링의 명성을 얻음.
리바 데이 프라티Riva dei Frati [B2B],"Valdobbiadene 지역에 위치. 15세기부터 고급 와인을 생산했던 수사들의 땅이었던 기록이 있음. (Frati : 수도사들) 약발포성 와인부터 프로세코 & 까르티제, 스틸와인 까지 다양하게 생산. 금년 런던에서 열린 국제 와인 및 주류 대회에서 와인양조 파트에서 까르티제가 금메달 수상을 비롯 Gilbert & Gaillard 등 여러 컴피티션 에서 수상경력."
테누타 파트루노 페르니올라Tenuta Patruno Perniola [B2B],"풀리아 BARI시의 내륙 쪽에 위치, 1800년대 부터 와인 농업 시작. 지역의 주요 품종인 Primitivo di Gioia del Colle 에 적합한 환경을 만들기 위해 Terra Rossa 지형을 연구하고 이용: 그로 인해 탄닌 & 풀바디의 프리미티보 주력 생산. Concours Mondial de Bruxelles 등 수상경력 다수."
안나 스피나토 와이너리Anna Spinato Winery [B2B],"베네토 주 PIAVE 강 유역에서 1952년부터 시작. 지역의 전형적인 il Valdobbiadene, il Prosecco, il Raboso e il Malanotte 와 뿐만 아니라 국제 품종을 생산, 2012 부터 BIO 인증을 받음. 다양한 프로세코 라인 중, 캡슐 마개로 된 200ML 세미 프로세코 미니 라인 출시로 시장성을 잘 반영한 와이너리."
빅시오 포데리Bixio Poderi [B2B],"5대에 걸쳐 내려온 역사적인 와이너리. 베로나 지역에서 지형적으로 좋은 위치에 포도밭 선점. Garganega부터 Pinot Grigio 로 화이트, 퓨어한 Corvina 부터 발폴리첼라, 아마로네를 생산할 뿐만 아니라 국제 품종인 Cabernet Sauvignon, Merlot도 다수 생산. 지역에서는 Recioto di Soave 생산으로 유명세를 얻음."
보시오 패밀리 이스테이트Bosio Family Estates srl [B2B],"가족경영 큰 와이너리로 Glocal (global + local) 을 모토로 에스테이트란 영어식 작명. Verduno 지역의 Bel Colle 와이너리 소유 및, Langhe 의 Bosio, Luca Bosio 빈야드, Bio 와인만 제조하는 PASSATO, 가벼운 와인제조가 특징인 TRUFFLE HUNTER LEDA 라인 및 아페리티프 음료인 TROPICAL MOSCATO 까지 다양한 라인이 특징."
부시아 네라Buccia Nera [B2B],"태양빛에 탄 농부의 얼굴을 희화한 검은 껍질 (피부)인 BUCCIA NERA 로 명명한 와이너리. 5대째 지속되고 있으며 와인뿐만 아니라 올리브도 많은 양 재배. 토스카나 AREZZO 350-600ml고도에 40ha의 와인밭에서 SANGIOVESE 를 중점적으로 수확: 엔트리급의 후레쉬한 끼안띠부터 끼안띠 리제르바, 병에서 자연적 재발효를 일으키는 스파클링 METODO ANCESTRALE, 국제품종 스틸 와인 생산함. BIO & VEGAN 마크 획득."
칸티네 디 투포Cantine di Tufo [B2B],"Da Napoli all'Irpinia, patria delle celebri Docg campane: è qui che Michelee Gianni La Marca, padre e figlio, provenienti da una famiglia di viticoltori di origini napoletane, hanno deciso di impiantare la loro azienda e di seguire personalmente ogni aspetto della produzione, dalla vendemmia alla ommercializzazione. Tradizione di famiglia, dunque, che risale a Giovanni, che produceva vino a Nola"
카시나 벤고르Cascina Vengore [B2B],"Vèngore 계곡: 로에로 북동부와 아스티 남부 변두리 사이에서 발달하는 구릉 지역인 테레 알피에리(Terre Alfieri)의 중심부에 있는 치스테르나 다스티(Cisterna d'Asti)지역에 위치한 와이너리. 숲 안에 있는 26ha의 포도밭이 유기농으로 관리. 지역 토착품종인 Nebbiolo, Barbera 및 Arneis를 전통적인 방식으로 양조(암포라도 사용하는 라인이 있음). 자연에 최소 개입이라는 모토를 가지고 와이너리 경영."
와인 오브 시칠리아Wines of Sicilia [B2B],"시칠리아의 토종 포도 품종을 홍보 및 보존하고 브랜드의 명성을 보호하기 위해 만들어진 시칠리아 역사상 최초의 와인 협동조합. 그릴로와 네로 다볼라를 비롯, 카타라토, 인졸리아, 프라파토 등 시칠리아에서 재배되는 토착품종을 특징을 잘 알리고 홍보&판매함이 목적. 생산자를 대신하여 협회가 참여하였고 이 지역에서 한국에 수출을 희망하는 생산자 와인들을 준비."
돈나 에리카 SNCDonna Enrica SNC [B2B],"Siena의 Poggiano 언덕 한가운데 포도밭 위치. 소믈리에 출신 오너의 독특한 회화적 라벨이 특징인 Donna Enrica 부터 베네토의 아마로네, 피에몬테의 바롤로 라인을 갖고 있는 CAVALLINO 와이너리, 올리브오일과 브루넬로 디 몬탈치노 라인이 있는 VILLA CHICCHEIO 와이너리 소유."
티렐 와인Tyrrell's Wines,"티렐 와인(Tyrrell's Wines)은 160년 이상 동안 Tyrrell's는 호주를 대표하는 가족 소유 와이너리 중 하나로, 뉴사우스웨일스주의 헌터 밸리에서 빅토리아주의 히스코트까지 포도밭을 운영하고 있습니다. 현재 4대 대표인 브루스와 5대인 제인, 존, 크리스가 이끄는 Tyrrell's는 호주에서 가장 많은 수상 경력을 보유한 와이너리 중 하나입니다."
페더트레이드Federtrade [B2B],"토리노에 자리잡고 아시아마켓, 그 중 특히 중국마켓에 정통해 수출입을 도와주는 와인 무역 에이전시. 20여개 남짓의 와이너리를 중국에 소개 판매중이며, LUIGI EINAUDI, TEDESCHI도 포함. 아시안 마켓에도 BARONE PIZZINI 등 걸출한 이탈리아 와이너리들을 수출."
쇼 앤 스미스Shaw & Smith,쇼 앤 스미스(Shaw & Smith)는 호주의 flying winemaker인 마틴 쇼(Martin Shaw)와 그의 사촌이자 호주 최초의 MW(Master of Wine)인 마이클 힐 스미스(Michael Hill Smith)가 만들었다. 아들레이드 힐(Adelaide Hills)에 ‘쇼 앤 스미스(SHAW + SMITH)’라는 이름을 탄생시켰다.
이카리오Icario [B2B],"몬테풀치아노의 해발 450~550m 위치. 20ha에 대부분 프루뇰로 젠틸레(산지오베제) 포도 품종을 재배하는 와이너리. 높은 고도덕에 뷰가 멋진 와이너리로 선정, 숙성실 내부를 개조해 미술품 전시관으로도 사용. 자연친화적으로 설계된 별채인 Villa Icario는 숙박시설로 사용되며, 트립 어드바이저에 좋은 평가를 받음."
일 쿼르토 밀리오Il Quarto Miglio [B2B],"나폴리 북서부에 위치; 특히 Campi flogrei 지역에서 포도재배. Flegreo는 불타는 것을 의미하는 그리스어에서 기원된 것처럼, 30000 여년 전부터 화산 지역이고, 필록세라 창궐시에도 타 품종과 접목을 하지 않아 고대품종의 스타일을 여전히 고수하고 있는 지역. 19세기부터 와인산업에 뛰어든 가족의 4대째 경영, Piedirosso, Falanghina, Fiano, Aglianico 등 깜빠냐 지방의 전통적인 포도품종을 주력으로 생산"
라이너 웨스Rainer Wess,"라이너 웨스(Reiner Wess)는 2대가 함께 운영하는 가족 경영 와이너리로, 지역 최고의 밭에서 구매한 포도로 와인을 만들고 있다."
하르캄프Harkamp,하르캄프(Harkamp)의 오너인 하네스와 페트라 하르캄프 부부는 세 계의 유명 스파클링 와인에 매료되어 오스트리아 남부의 스티리아 지역에서 고품질의 스파클링 와인을 생산하는 것에 도전합니다.
퍼리 비고그노Peri Bigogno [B2B],"롬바르디아 주 브레샤에 위치한, 작은 박물관과 작은 도서관이 딸려있는 특색있는 와이너리. 1940년 대부터 시작한 와이너리는 세대를 거쳐, 1980 빈티지부터 화이트품종을 이용해 메토도 샹파뉴 방식의 스파클링을 생산하기 시작. Chardonnay 및 Pinot Nero 로 만든 스파클링 와인부터, Marzemino, Cabernet Sauvignon, Merlot 등의 품종들을 사용해서 와인생산."
포데리 모레티Poderi Moretti [B2B],"Roero 지역의 역사적이고 전통적인 와이너리이지만 혁신의 기술을 도입하는 것을 주저하지 않는 곳. (와인에 복합미를 주기위해 sur lie 숙성을 주로 함) 랑가와 로에로 지역의 다양한 언덕에 포도밭 위치, 전통적인 Nebbiolo, Arneis, Barbera 및 Dolcetto 등의 토착품종만을 재배. 드라이하면서 개성 있고 강한 네비올로가 각광받고 있는 중."
프로두토리 디 고보네Produttori di Govone [B2B],"1957년에 설립된 Produttori di Govone 는 현재 Alba, Langhe, Roero, Asti 및 Monferrato 지역에 위치한300ha의 포도밭에 약 250명의 회원&소유주를 보유. 유네스코 세계 문화유산으로 지정된 지역에서 와이너리를 방문하고 와인을 맛볼 수 있는 시음 및 숙박 패키지 및 와인과 자연을 즐길수 있는 많은 코스 제공. Barolo DOCG, Barbaresco DOCG 를 비롯, 연간 200만 리터의 와인 생산."
베커스Bekkers Wine,베커스(Bekkers Wine)는 토비 베커스(호주 바이오다이나믹을 이끌고 있는 최고의 비티컬쳐리스트)와 엠마누엘 베커스(프랑스 와인메이커)의 운명적인 만남으로 탄생하였다. 베커스는 호주의 최고급 와인을 만들고자 25년 이상 유럽 곳곳의 저명한 와이너리와 존경받는 와인메이커들을
테누타 스크라파나Tenuta Scrafana [B2B],"지속가능한 농법, 그 중 특히 토지의 생명력에 힘을 쓰는 자연친화적 와이너리. Arezzo에 위치해 있고 50ha의 면적 중 20ha는 포도재배, 나머지는 다양한 품종의 올리브와 과실 재배. '농부의 마음' 이란 모티브로 포도들을 손 수확, Sangiovese, Colorino, Canaiolo, Trebbiano, Malvasia 등의 토스칸 품종에 Merlot, Cabernet Franc, Cabernet Sauvignon 및 Pinot noir 까지 생산됨. Chianti superiore는 다수 대회에서 수상"
마시모 린치Massimo Lentsch [B2B],"에트나의 북쪽면에 위치. 각 세션의 전문가들이 모여 자연친화, 지형친화적 와이너리를 설계: 환경과 공생함을 지향하기 위해 토양의 자연적인 경사를 활용한 설계를 함, 그 덕에 중력을 이용하여 에너지 소비없이 와인 제조. 견고한 Nerello Mascalese와 미네랄이 좋은 Carricante 를 주력으로 생산."
비냐 페트루사Vigna Petrussa [B2B],"프리울리 우디네 지역에서 1800년대부터 시작하여 3대째 여성 양조인으로 내려오는 와이너리. 지속가능한 농법을 추구하여 동식물이 조화스럽게 영토를 공유하고 삶. 질 좋은 화이트와인 재배지인 Colli Orientali del Friuli Venezia Giulia 에서 Schioppettino 를 재발견하고주력 생산, Picolit 와 함께 가장 와이너리를 대표하는 포도품종이 됨. 그 밖에도 Friulano, Ribolla Nera, Sauvignon Blanc, Refosco 등을 재배."
테누테 벤투리니 포스키Tenute Venturini Foschi [B2B],"건축가이며 디자이너인 와이너리 오너의 아이덴티티를 보여주듯이 건물과 와인라벨이 돋보이는 와이너리. 길지않은 역사이지만, 높은 품질을 위해 제한 생산, 사람의 개입을 적게하는 Bio 라인 추구로 바로 주목을 받고 좋은 점수를 획득( 94point luca maroni, 93point doctor wine etc) 이 지역 빠르마에서 가장 알려져있는 Malvasia di Candia 품종을 비롯, Chardonnay, Pinot Nero 주력 생산."
도멘 르 포트Domaine Le Fort,
파미유 부그리에Famille Bougrier,
도멘 세귀노 보르데Domaine Seguinot Bordet,프랑스 부르고뉴 지역 중 샤블리 탄생의 역사적인 장소이자 와인 생산과 관련된 문화유산의 과거와 현재가 공존하고 있는 말리니(Maligny) 지방에 위치하고 있는 도멘 세귀노 보르데(Domaine Seguinot Bordet)는 세귀노 가문에서 운영되고 있는 샤블리의 장인이다.
브루노 앙드류Bruno Andreu,"프랑스 남부 페이독(Pays d'Oc) 지방의 중심부에서 엠마누엘과 브루노 앙드류는(Emmanuelle & Bruno ANDREU)는 다양한 와인의 독창적인 범위를 상상하고 정교하게 구현하는 노력을 해왔다. 동물원의 ZOO와 지방명칭 OC를 결합하여 탄생한 ZO'OC(주크)는 와인의 다양성을 보여주며 각 동물은 포도 품종의 특성(우아함, 힘 , 밀도 등)을 나타낸다."
발로네 디 체치오네Vallone di Cecione,
트빌비노Tbilvino,"트빌비노(Tbilvino)는 8,000년 전부터 포도를 재배하고 와인을 만들었다는 조지아(그루지아)의 와이너리이다. 조지아 제 1의 와인 업체인 트빌비노는 1962년 설립이래 최고 품질의 와인을 생산하는 선두적 주자다. 조지아 와인산업계의 선도적인 지위를 유지하고 있으며, 현대적 유럽 설비로 완벽하게 재구축되고 혁신되었으며, 그 결과 여러 상표로 78종의 와인을 생산하고 있다."
샤브나바다 모나스테리Shavnabada Monastery,샤브나바다 모나스테리(Shavnabada Monastery)는 12세기 중세 시대에 처음 건축된 Shavnabada 수도원에서 시작되었다. 수도원은 St . George 를 추모하기 위해 조지아의 수도 Tbilisi 가 내려다 보이는 Shavnabada라는 휴화산 정점에 지어졌다 .
아네모Anemo,"아네모(Anemo)는 'Anna's Emotions'의 약자로, 설립자 Anna Godabrelidze 의 이름을 딴 와이너리 이다. 안나는 여러세대동안 포도재배에 종사했던 집안에서 태어났으며 와이너리가 국가에 속해있었던 소비에트 연방기간동안 와이너리 연구소장으로 있던 어머니와 시간을 보내며 와인에 대한 관심과 사랑을 키웠다."
