생산자,설명
이브닝 랜드Evening Land Vineyards,"이브닝 랜드 (Evening Land)는 그리스 신화에 나오는 아름다운 정원과 같은 "";꿈의 상징"";이라는 의미를 지닌다. 피노누아 와 샤르도네가 잘 자랄 수 있는 완벽한 포도밭을 찾기 위한 여정을 시작하여 마침내 2005년 소노마연안에 위치한 포도밭을 구입하면서 그 역사가 시작된다."
마일즈 프롬 노웨어Miles from Nowhere,"마일즈 프롬 노웨어(Miles from Nowhere)는 호주 남서쪽에 위치하며 Margaret River 를 가로지르는 지역에 자리 잡고 있으며, Franklin 과 Heather 에 의해 재탄생한 와이너리이다."
퓨리티 와인Purity Wine,퓨리티 와인(Purity Wine)은 내츄럴 와인에 매료된 와인 메이커 노엘 디아즈(Noel Diaz)가 2013년 설립한 와이너리로 시에라 풋힐즈(Sierra Foothills AVA)의 EL Dorado County (엘 도라도 카운티)에 터를 잡고 유기농으로 내츄럴 와인의 역사를 키워오고 있다.
페렌 와인즈Ferren Wines,"페렌 와인즈(Ferren Wines)는 2013년 Matt Courtney와 David Wherritt이 설립한 와이너리이다. Matt는 캘리포니아에서 가장 영향력 있는 와인메이커로, 유명 부티크 와이너리 Marcassin에서 그의 스승이자 유명 와인메이커인 Helen Turley의 수제자로 일했다. 8년간 Helen과 일하며 그녀의 와인 철학을 배우고 와인메이킹에 대한 풍부한 경험을 쌓았다."
보데가스 타구아 타구아Bodegas Tagua Tagua,"보데가스 타구아 타구아(Bodegas Tagua Tagua)는 칠레 중부 산페르난도 근처에 위치한 와이너리로, 칠레의 유명한 와인 생산 지역 중 하나인 콜차과 밸리에 속해있다."
뱅 그라우Vins Grau,뱅 그라우(Celler Grau i Grau)는 Maians의 Pla de Bages에 위치한 소규모 가족 와이너리다. 1885년부터 Grau라는 이름 하에 특별하고 전통적인 와이너리라는 정체성을 부여해주는 최고 품질의 와인을 만들어왔다. 5세대라는 긴 전통을 계승하고 있지만 젋고 신선한 아이디어로 대중들에게 더 가까이 다가가고 있다.
도멘 따스Domaine Tawse,도멘 따스(Domaine Tawse)는 본에 위치해 캐나다 퀘백 출신의 와인메이커 파스칼 막상 Pascal Marchand 과 역시 캐나다 온타리오주 출신의 모레이 따스 Moray Tawse 가 2010 년 설립한 네고시앙 와이너리 막상 따스에서 만드는 와인 외에 도멘이 소유하고 있는 밭의 와인으로 출시하는 와인이다.
마릴린Marilyn,"마릴린(Marilyn)은 1981년 나파밸리의 유명 와인산지인 St. Helena(세인트 헬레나)에 사는 몇 명의 친구들이 그들의 집에서 와인을 만들면서 그 역사를 시작한다. 1983년 어느 날, 그들이 손수 만든 메를로 와인과 함께 저녁식사를 하면서 ""마릴린 메를로(Marilyn Merlot)""의 컨셉이 탄생한 것이다."
프란지니Franzini,
이모스Emos,
슈레이더Schrader,슈레이더 셀라(Schrader Cellars)는 10여년의 역사를 가진 나파 밸리에서 가장 권위 있는 포도밭 중 하나인 오크빌의 Beckstoffer To Kalon Beambine 빈야드에서 카베르네 소비뇽을 생산해오고 있습니다. 와인 메이커 Thomas Brown 과 함께 과실 본연의 활기차고 풍부한 맛을 살리기 위해 양조 과정에 최소한으로 개입하여 와인을 생산하고 있습니다.
테르 스크레트Terres Secretes,테르 스크레트(Terres Secretes)는 20세기 초 부르고뉴 남부의 Mâconnais 지구에서 시작된 협동 조합으로 여러 세대의 와인 재배자들이 와인을 생산하고 있으며 ‘비밀의 땅’이라는 뜻을 가지고 있으며 협동 조합에서 생산하는 브랜드 중 하나이다.
레 꼬꼬뜨Les Cocottes,도멘 레 꼬꼬뜨(Les Cocottes)는 2011년 설립되어 뉘 쌩 조르주에서 서쪽으로 약 10 km 떨어진 아르스낭 Arcenant 이라고 하는 높은 지대 의 마을에 위치해 있다. 와이너리는 젊은 나이의 엘렌 꾸당 (Hélène Coudin)이 지휘하고 있다.
뱅상 르디Vincent Ledy,뱅상 르디(Domaine Vincent Ledy)는 Nuit St Georges 에 위치하여 40대 초반의 젊은 생산자 Vincent Ledy 가 2007 년에 시작한 소규모 와이너리이다. 그는 같은 Nuit St Georges 의 도멘 미슐로(Domaine Michelot) 의 Emile Michelot 의 손자이기도 하다. Vincent Ledy 는 도멘 르슈노 에 피스 Domaine Lecheneaut et fils) 에서 견습하며 경험을 쌓았다.
로랑 퐁소Laurent Ponsot,"Laurent Ponsot(로랑퐁소)는 Morey Saint Denis(모레생드니)에 위치한 Domaine Ponsot(도멘퐁소)의 4세대 와인메이커로 36년동안 지휘봉을 잡고 있던 자신의 가문을 떠나 2017년, 장남인 Clement(클레망)과 함께 자신의 이름을 그대로 딴 Laurent Ponsot(로랑퐁소)를 설립했다. 와인을 생산하는 과정에서 아황산가스와 어떠한 화학첨가물을 사용하지 않고, 와인의 순도와 신선함을 극대화 하기위해 최신기술을 도입했다."
파스칼 클레멍Pascal Clement,"파스칼 클레멍(Pascal Clement)은 1950년 Savigny-les-Beaune에 Masion을 설립한 와인 가문에서 태어나 20년간 와인산업에서 경험을 쌓아온 메이커이다. Pascal은 부르고뉴 화이트의 신, 뫼르소의 마술사라 불리우는 코쉬드리에서 와인메이킹을 배운 코쉬드리의 제자이다. 2012년부터 독자적으로 와이너리를 이끌고 있으며, 품질과 떼루아에 대한 존중을 철학을 바탕으로 와인을 만들고 있다."
샤또 드라곤Chateau Du Ragon,"샤또 드라곤(Chateau Du Ragon)은 1957년 Christian Sorges는 보르도의 Landerrouat로 거처를 옮겨 20 헥타르의 빈야드로 사업을 시작한다. 현재는 300 헥타르에 달하는 빈야드를 소유하고 있는, 보르도에서 가장 큰 가족 경영 샤또 중 하나로 성장하였으며 3세대 째 온가족이 함께 와이너리를 운영하고 있다."
도멘 피에르 베시굿Domaine Pierre Vessigaud,"도멘 피에르 베시굿(Domaine Pierre Vessigaud)은 1839년부터 5세대 때 가족 경영으로 이어져오고 있는 와이너리로 푸이 퓌세 지역 중심부인 푸이에 위치하고 있다. 1988년, 아버지로부터 가업을 이어받은 피에르 베시굿은 현재 마콩에 3헥타르와 푸이 퓌세에 5헥타르, 총 8헥타르의 빈야드를 갖고 있다."
번 빈야즈Byrne Vineyards,"번 와이너리(Byrne winery)는 가족소유의 와이너리로 1960년부터 50년 넘게 3세대에 걸쳐 이어오고 있으며 130,000개 이상의 시음 노트를 갖춘 호주에서 가장 포괄적인 와인 라이브러리인 할리데이 와인 컴패니언에 4.5/5점 와이너리로 등록되어있다."
쥴 레베크J. Lebegue,
비뇨블 쟝쟝Vignobles JeanJean,"쟝 쟝(Jean Jean)은 1870년 설립된 이후 5대째 전통을 이어오고 있다. 전 세계에서 가장 넓은 와이너리를 소유하고 있는 회사 중 하나이며, 프랑스 남부지방에서 가장 큰 와이너를 소유한 회사로 현재 랑그독 와인선두 주자이다."
무똥 까데Mouton Cadet,"무똥 까데(Mouton Cadet)는 전세계 판매 1위 보르도 와인 브랜드로 프랑스의 전설적인 와인 명가 '바론 필립 드 로칠드 (Baron Philippe de Rothschild)'사가 만들었으며, 와인의 나라 프랑스를 대표하는 와인으로 손꼽힌다."
테누타 디 콜라브리고Tenuta di Collalbrigo,콜라브리고(Collalbrigo)는 2019년 8월 프로세코의 그랑크뤼 라고 할수 있는 ‘Rive’로 지정. 코넬리아노 발도비아데네(Conegliano Valdobbiadene) DOCG에 위치하는 정통성이 뛰어나고 차별화된 품질을 지닌 프로세코 입니다.
도멘 샹가니에Domaine Changarnier,"도멘 샹가니에(Domaine Changarnier)는 1720년도 부터 부르고뉴 몽뜰리 마을에 자리잡은 터줏대감으로 몽뜰리, 뫼르소 옥세이 뒤레스, 포마르 등에 총 5ha를 소유하고 있는 소규모 생산자이다. 2012년도에 Fabrice Groussin을 와인 메이커로 영입하면서 비오다이나미 철학을 접목하였고, 퀄러티의 성장을 지속적으로 이뤄내고 있다."
밴락 스테이션Banrock Station,"밴락 스테이션(Banrock Station)은 남호주 리버랜드(Riverland) 킹스턴-온-머레이(Kingston-on-Marray)강 근처에 있는 지역이다. 1995년 호주 리버랜드에 설립, 설립과 동시에 습지 보호 프로젝트를 시작하여 환경 보호를 위한 기금 마련을 시작하였다. 현재까지 계속 이어지는 이 사업을 통해 무려 6백만 호주 달러에 달하는 기금이 환경 보호에 사용되었다."
버터넛Butternut,"버터넛(Butternut)은 밀러 패밀리(Miller Family Wine Company)가 새롭게 인수한 와이너리로 미국 내에서 대중적으로 유명세를 떨치고 있다. 버터넛을 보유한 밀러패밀리는 센트럴 코스트(Central Coast)에서 5대째 가족경영으로 운영되는 와인 기업으로 'New Ownership', 'New Tools', 'New Momentum'이라는 세 가지 모토로 버터넛의 성공을 뒷받침한다."
마리오니Marioni,"마리오니(Marioni)의 창업주이자 와인메이커인 댄 마리오니(Dan Marioni)는 2016년부터 캘리포니아에서 내츄럴 와인으로 유명한 코투리 와이너리(Coturri Winery)에서 토니 코투리(Tony Coturri)의 아들 닉(Nic)과 함께 'Sonoma Mtn Winery'라는 라벨을 만들어 와인 메이킹을 하였다. 그들은 매해 빈티지마다 그들만의 독특한 와인을 만들어 냈고, Dan은 2019년 독립을 결정하고 자신만의 와이너리를 설립하게 되었다."
기어헤드Gearhead,기어헤드(Gearhead)는 캘리포니아 오렌지카운티에서 어린시절을 보내며 들판에서 뛰어놀고 나무에서 열매를 따먹는게 일상이자 시골은 항상 동경의 대상이었기에 그가 포도를 재배하기 시작한 건 어쩌면 너무나 자연스러운 일이었다. 2016년 내츄럴와인으로 유명한 Purtiy Wine의 Noel Diez를 만나면서 그의 인생은 달라졌다.
피렌 빈야드Pyren Vineyard,피렌 빈야드(Pyren Vineyard)는 양보다 질을 우선시한다는 자부심 아래 최고의 퀄리티를 자랑하는 소량의 포도만을 엄선해서 와인을 생산한다. 최초 시판한 와인이 멜버른 와인 쇼케이스(the Federation Square Regional Showcase)에서 은메달과 동메달을 동시에 거머쥔 실력파 와이너리이다.
제트 알렉산더 브라운Z. Aexander Brown,제트 알렉산더 브라운(Z. Aexander Brown)은 그래미 어워드 수상으로도 잘 알려진 잭 브라운(Zac Brown)과 캘리포니아 출신 와인메이커 존 킬브루(John Kilebrew)가 만나 설립한 와이너리이다.
엔젤 샹파뉴Angel Champagne,
두르뜨Dourthe [Vins & Vignobles Dourthe],"두르뜨(Dourthe)는 1840년 창립이래 170여 년 동안 성실과 열정으로 품격 있는 보르도 와인생산의 전통을 유지해 왔으며, 총 생산량의 65%는 세계 85여 개국으로 수출하고 있다."
비노 오세아니코스Vinos Oceanicos,"비노 오세아니코스(Vinos Oceanicos) 와이너리의 와인 메이커이자 창립자인 라울 모레노(Raúl Moreno)는 스페인 세비야 출신이다. 영국 런던에서 WSET를 공부하면서 Assistant Sommelier로 근무를 하였고, 미국, 호주에서 총 4년 동안 와인 수확 일을 하며 와인 양조에 대한 꿈을 키웠다."
아르노 모로Arnaud Moreau,"아르노 모로(Arnaud Moreau) 샴페인 하우스는 랭스 (Montagne de Reims) 지역, 부지 (Bouzy) 마을에 위치한다. 중세시대부터 포도로 유명한 부지마을은 현재 ‘Grand Cru’ 로 지정되어 뛰어난 품질의 포도를 재배한다. 모든 포도밭은 일조량을 최대로 받을 수 있는 남향으로 조성이 되어 있고 주변 아이(Ay), 암보네(Ambonnay) 마을과 함께 가장 집중도가 뛰어난 피노누아를 생산한다."
르 브룬 세르브네Le Brun Servenay,르 브룬 세르브네 (Le Brun Servenay) Champagne House는 1965년 포도 재배에 유서 깊은 두 가문이 협력하여 탄생하였다. 4대에 걸쳐 포도 재배와 샴페인 생산을 이어오고 있으며 떼루아에 대한 지식과 와인 제조의 전문성을 바탕으로 샴페인 탄생의 전통을 계승하고 있다.
랑송Lanson,랑송(Champange Lanson)은 1760년에 설립된 오래된 샴페인 하우스 중에 하나로 가문의 전통을 유지하며 260년이 넘는 세월 동안 굳건히 유명 샴페인 브랜드로서 자리를 지키고 있다.
생 클레어 패밀리 에스테이트Saint Clair Family Estate,생 클레어(Saint Clair)는 현재 와이너리가 위치한 곳에 처음으로 정착해 포도밭을 일군 제임스 싱클리어(James Sinclair) 가문을 기리며 만든 이름이다. 와이너리를 설립한 Neal Ibbotson과 Judy Ibbostson은 1978년 말보로 지역에서 포도재배를 시작한 선구자로 꼽히고 있으며 현재까지도 모든 경영을 총괄하고 있다.
샤플렛Chappellet,샤플렛(Chappellet)은 나파밸리에서도 높은 고도에 위치한 힐사이드에 정착한 첫 번째 시도자였다.
샤또 까스테장Chateau Castegens,
샤또 생톤제Chateau Saintongey,
레알 꼼빠니아 드 비노스Real Compania de Vinos,레알 꼼빠니아 드 비노스(Real Compania de Vinos)는 스페인 프리미엄 와인 산지로 유명한 리오하(Rioja) 지방의 엘시에고(Elciego)에 위치해 있다. 우아하고 섬세한 와인을 양조하기 위해 전통적인 와인 양조 방식으로 고수하고 있으며 최고 품질의 포도 수확에 최선을 다하고 있다.
팀 아담스Tim Adams,"팀 아담스 (Tim Adams) 와이너리는 와인메이커 팀 아담스(Tim Adams)가 소유한 가족 경영 와이너리로 호주를 대표하는 와인 명가 중 하나로 알려져 있으며, 남호주 애들레이드(Adelaide)에서 북쪽으로 130km 떨어진 아름다운 클레어 밸리(Clare Valley)에 위치해 있다."
꼬르디에Cordier,
보데가스 시에라 노르테Bodegas Sierra Norte,"보데가스 시에라 노르테(Bodegas Sierra Norte)는 Bobal 와인의 진수다. 1995년 D.O. Utiel-Requena의 빈야드를 기반으로 설립됐다. 각기 다른 방식으로 구워진 1,000여 개의 프렌치/아메리칸 오크배럴을 모아둔 R&D 센터에서 시음을 거친 와인만을 출시하고, 늦은 밤이 되어서야 포도를 수확한다. 척박한 사막과 같은 땅에서 포도를 키워내기도 한다."
롤랑 갈라레타Rolland Galarreta,롤랑 갈라레타(Rolland Galarreta)프로젝트의 탄생은 영향력 있는 프랑스 와인 메이커이자 컨설턴트인 미쉘 롤랑(Michel Rolland)이 스페인에서 와인을 생산하기 위해 아렉스(ARAEX)와 스페시쉬 파인 와인즈(Spanish Fine Wines)의 총책임자인 자비에 갈라레타(Javier Galarreta)와 협력하여 2010 년에 시작되었습니다.
마헨들Machherndl,
오닐 빈트너스O'Neill Vintners,"오닐 빈트너스(O'Neill Vintners)는 2004년 설립된 캘리포니아 소재 중견 와인 전문 기업으로 폴 홉스와 와인그룹에서 경력을 쌓은 와인메이커 Steven Decosta(스티븐 데코스타)를 스카우트 하였고, 현재 진취적인 젊은 와인메이커들로 구성된 팀을 이끌며 최고의 개성과 스타일을 와인으로 표현하고 있습니다."
페리에 주에Perrier-Jouet,
와비사비Wabi Sabi,"와비사비(Wabi Sabi)는 미완성, 단순함을 가리키는 일본어 와비(わび)와 오래됨, 낡은 것이란 의미의 사비(さび)가 합쳐진 ‘와비사비’는 완벽하지 않은 것들을 귀하게 여기는 삶의 방식이다. 잘 다듬어진 듯한 맛과 대칭적 특징 대신 다소 투박하지만 자연 그대로를 담아내 오히려 포도 고유의 맛 그 이상을 추구하는 와이너리다. 포도재배 및 와인양조의 전반적인 과정에서 자연주의 생산을 고수하고 있다."
치비테Chivite,"치비테(Chivite)는 1647년 스페인 북부 나바라(Navarra)에 설립된 와이너리이자 스페인에서 가장 오래된 가문 중 하나로 명성을 갖고 있다. 17세기부터 포도를 재배해 와인을 만들었으며, 1800년대 초반에는 나폴레옹 군대와 주고 받았던 영수증, 거래명세서를 통해 적지 않은 거래량을 추측할 수 있다."
피노소Pinoso,"보데가스 피노소(Bodegas Pinoso)는 1932년 설립된 협동조합 와이너리로, 스페인 알리칸테 지방의 전통적인 와인을 높은 품질로 구현하는 것을 목표로 해 왔다."
티아노 & 나레노Tiano & Nareno,"티아노 & 나레노(Tiano & Nareno)는 1908년 부에노스 아이레스에서 출발해 1천 킬로미터 거리의 멘도사 지역에 도착, 가족을 일구고 터전을 잡은 이들을 의미하는 특별한 와인이다. 티아노는 세바스티아노(Sebastiano), 나레노는 나자레노(Nazzareno)의 애칭이다. 안데스 산맥 끝자락에서 그들은 5년 만에 말벡, 까베르네 소비뇽, 까베르네 프랑 등 각 포도품종에 맞는 최고의 장소를 찾아내 포도밭을 일구기 시작했다."
헌드레드 썬즈 와인Hundred Suns Wine,헌드레드 썬즈(Hundred Suns)의 Grant와 Renée는 인생을 모험처럼 즐기며 둘이 함께 만들어 가자는 신념을 갖고 캘리포니아를 떠나 오리건주의 윌래밋 밸리(Willamette Valley)로 이주했다.
홀 와인즈Hall Wines,"홀 와인즈(Hall Wines)는 예술 작품들과 멋있는 건축물 , 훌륭한 와인들의 조화를 꿈꿨던 케서린 홀 (Kathryn Hall)이 그 꿈을 실현하여 나파 밸리의 혁신적인 와인 메이킹을 이끌어가고 있다."
와인인튜브Wine in Tube,와인인튜브(Wine in Tube)는 2008년 1월에 세계 와인 시장의 패키징 혁신을 일으킨다는 목적으로 스페인 Tarragona에 설립됐다. 와이너리의 설립자들은 모두 와인을 만들던 집안의 사람들이고 그들의 포도밭은 90헥타르에 달하고 Tarragona지역 D.O(Denominación de Origen) 속한다.
퀸타 다 라자Quinta da Raza,퀸타 다 라자(Quinta da Raza)의 시작은 18세기로 거슬러 올라간다. 1769년부터 와인 양조의 길을 걸었던 가족이 현재까지 그 전통을 이어오고 있다. 현재 수장인 디오고 테이셰이라 코엘료는 가업을 잇는 5세대로2008년에는 비뉴 베르드 지역 포도 재배자 위원회가 그를 ‘올해의 포도 재배자’로 선정함으로써 지역 사회에서도 인정받는 와인 양조자가 되었다.
라스 모라다스 데 산 마르틴Las Moradas de San Martin,라스 모라다스 데 산 마르틴(Las Moradas de San Martín)은 1999년 스페인 마드리드의 그레도스(Gredos)언덕에 설립됐다.
페드라롱가Pedralonga,페드롱가(Adega Pedralonga)는 스페인 갈리시아 지방의 보석같은 와인 생산지인 리아스 바이샤스 Rias Baixas 지역에서 보기 드문 자연주의 와인 생산자입니다.
랜섬 와인Ransom Wine Co & Distillery,
도멘 마샹 프레르Domaine Marchand Freres,도멘 마샹 프레르(Domaine Marchand Freres)는 쥬브레 샹베르땡의 심장부에 위치한 매우 작은 규모의 생산자로 5대째 양조를 이어오고 있다.
드 샹세니De Chanceny,드 샹세니(De Chanceny)는 촘촘한 버블과 섬세한 아로마로 루아르 크레망을 대표하는 생산자로 미국 내 ‘루아르 크레망 판매 1위’ 브랜드 이다.
로건 와인즈Logan Wines,"로건 와인즈(Logan Wines)은 호주 뉴 사우스 웨일즈주의 오렌지, 머지지역을 기반으로 하고 있는 가족 경영 와이너리다. 고도가 높고 기후가 서늘한 두 지역에서 섬세하고 깊이있는 와인을 생산하고 있다. 소유주이자 와인메이커 피터 로건은 유럽와인의 우아하고 균형감있는 캐릭터와 호주와인의 진하고 과실미 있는 캐릭터를 모두 담고자 한다."
샴페인 조셉 데뤼에Champagne Joseph Desruets,"조셉 데뤼에 샴페인하우스는 1888년, 샴페인의 탄생지이자 상파뉴의 진주라 불리는 작은 마을 오빌레(Hautvillers)에서 시작되었다."
보데가스 피케라스Bodegas Piqueras,보데가스 피케라스(Bodegas Piqueras)는 1915년 증조부 루이스(Luis)가 설립한 이래로 100년이 넘는 기간 동안 가족이 운영하고 있다.
아멜리아 파크Amelia Park,
스몰타운 빈야드Smalltown Vineyards,"1993년, 쉬라즈로 가득한 바로사 밸리에 새로운 와인이 모습을 드러냈다. 남부 론을 대표하는 마타로(무르베드르)와 그르나슈를 메인으로 한 '스몰타운 빈야드'가 바로 그곳이다."
스톤캡Stonecap,스톤캡(Stonecap) 와인은 콜롬비아 밸리에 위치한 구스 릿지 빈야드에서 직접 재배한 포도로 생산한다. 워싱턴주 의회에서 공식적으로 '워싱턴 와인의 아버지'로 인정받은 월터 클로어 Walter Clore) 박사는 1940년대에 워싱턴주에 적합한 포도 품종과 재배법을 연구하였고 구스 릿지 빈야드는 그의 재배법에 따라 양질의 포도를 재배해왔다.
칼라브리아 패밀리 와인즈Calabria Family Wines,칼라브리아 패밀리 와인즈(Calabria Family Wines)는 도메니코 칼라브리아(Domenico Calabria)와 그의 아들 프란세스코(Francesco) 1920년 대 후반 남이탈리아에서 호주로 이민을 오게 된다. 생계를 위해 직접 와인을 만들어 지인들에게 배럴 단위로 판매하면서 ‘Calabria Wines & Sons’를 창립했다. 세대를 거쳐 내려오면서 생산량이 점차 늘었고 1966년에는 그 양이 256톤이 되었다.
티나찌Tinazzi,티나찌(Tinazzi) 와이너리는 이탈리아에서 가장 큰 호수인 가르다 호숫가 라치제 마을에 위치하고 있다. 1968년 Eugenio Tinazzi (에우제니오 티나찌)가 와이너리를 세웠고 그의 아들 Gian Andrea Tinazzi (잔안드레아티나찌)가 18살 때부터 와이너리 일을 돕고 있다.
카스텔로 디 아마 [까스텔로 디 아마]Castello di Ama,"카스텔로 디 아마(Castello di Ama)는 피에몬때와 더불어 이태리의 가장 유명한 토스카나 지역의 와인 생산자이다. 1972년부터 와인을 생산해 온 카스텔로 디 아마는 과학적이고 체계적인 포도원 관리로 끼안티 최고의 와인을 생산하고 있다. 적은 수확량으로 포도송이의 충실도를 최대한 높이고, 프랑스 오크통을 사용하여 발효와 숙성을 하여 소위 크뤼라 불리는 끼안티 클라시코 벨라비스타와 끼안티 클라시코 카수치아 같은 보"
알레그리니Allegrini,"알레그리니(Allegrini) 는 베네토 주의 유서 깊은 지역 발폴리첼라에서 대를 이어 와인을 생산하고 있는 가족 경영 와이너리로, 이 지역의 선구자이자 정신적인 지주 역할을 하고 있는 생산자이다."
브롤리아Broglia,브롤리아(Broglia)는 피에몬테 가비(Gavi) 지역 최초 문서에도 언급될 정도로 1000년의 유서를 자랑하는 라 메이라나에 1972년 설립되었다.
리오 마지오Rio Maggio,"RIO MAGGIO(리오 마지오) 와이너리는 1976년 Graziano Santucci가 설립하여 2대째 이어져 오고있는 가족 경영 와이너리입니다. 항상 땅과 밭이 가진 개성과 잠재력을 존중하며, 한정된 수량만으로 세심하게 양조하기 때문에 꾸준히 고품질의 와인을 생산합니다. 세계적으로 인정받는 퀄리티 와인을 만들고자 하는 목표를 갖고 마르케 지역을 선도하는 역동적인 와이너리로 빠르게 성장하였습니다."
깔멜 앤 조셉Calmel & Joseph,"깔멜 앤 조셉(Calmel & Joseph)은 프랑스의 남부 와인산지 랑그독 루시옹 전문 생산자로, 1995년 로랑 깔멜(Laurent Calmel)과 제롬 조셉(Jerome Joseph) 두 친구가 설립했다. 와이너리의 부지는 무려 15세기 문헌에 나올 정도로 오랜 역사를 가진 옛 농가로, 꼬르비에르의 서쪽 계곡 끝자락에 위치해 있다."
마크 웨스트 와이너리Mark West WInery,마크 웨스트 와이너리(Mark West WInery)는 2001년 ‘Avalon Cabernet Sauvignon과 “ Blackstone Merlot” 으로 유명한 Derek Benham 이 Pinot 대중화를 위해 기존 1978년에 설립된 Mark West를 인수하면서 새로이 탄생하게 되었다.
파머스 립Farmer's Leap,"1938년부터 호주 패더웨이에서 농장을 운영하던 롱바텀 패밀리는 1993년 처음 포도나무를 식재하여, 호주에 유수한 와이너리들에게 포도를 납품하였다. 이후 2004년, 직접 재배한 포도를 가지고 와인을 만들어 출시하게 되는데, 첫 생산 빈티지부터 로버트 파커와 같은 비평가들에게 극찬을 받으며 명실상부 호주 최고의 와인으로 자리를 잡게 되었다."
틴토 네그로Tinto Negro,"틴토 네그로(Tinto Negro)는 카테나 자파타에서 15년간 빈야드 매니저로 일해오던 알레한드로 (Alejandro)가 설립한 와이너리 입니다. 떼루아 기반으로 오직 말벡 품종만 재배하여 와인을 만들고 있으며, 이러한 실력을 인정받아 영국 와인 잡지 디캔터지로부터 ‘남아메리카 Top 10 Wine Maker’에 선정되고, Wine & Spirits Top 100 Winery에 매년 선정될 만큼 전세계적으로도 명성을 얻고 있습니다."
샤또 꾸락Chateau Courac,"샤또 꾸락(Chateau Courac)은 17세기, 아흐나드(Arnaud) 패밀리는 남프랑스 론 벨리 우안에 위치한 가드(Gard)의 트렉(Tresques) 꼬뮤네에 정착하는 것에서 시작됐다. 빠른 시간 안에 프랑스 남부 해당 지역에서 그들은 Cotes Du Rhone 와인을 생산하는 유명한 가족 와인 메이커로 성장했고, 현재 오너이자 와인메이커인 프레데릭 (Frederic Arnaud)은 그의 아버지 곁에서 아주 어렸을 때부터 와인 일을 도왔다."
도멘 지로Domaine Giraud,"Giraud(지로)가문의 Pierre Giraud(피에르 지로)는 6대째 포도를 재배해 오며 그의 아내 Mireille(미레유)와 1974년, 4헥타르 포도밭을 구입하면서 사업을 확장하였다. 1981년, 그들만의 와인양조를 결심하고 양조시설과 오크통 설비에 투자하여 Domaine Giraud(도멘 지로)를 설립하여 첫 빈티지 와인을 탄생시켰다."
도멘 피에르 장 빌라Domaine Pierre Jean Villa,도멘 피에르 장 빌라(Domaine Pierre Jean Villa) 와이너리는 론지역 중심에 2009년에 만들어진 브랜드이다. 와인 메이커이자 오너인 피에르 장(Pierre-Jean)은 가족으로부터 상속받은 포도밭이 아닌 직접 처음부터 하나하나 만들어 내기 시작하였다.
도멘 뒤 샤르도네Domaine du Chardonnay,"도멘 뒤 샤르도네(Domaine du Chardonnay)는 1987년 와인에 대한 열정을 한 뜻으로 모아 세 남자가 모여 설립했다. 와인메이킹 총괄담당인 Etienne Boileau(에티엔 브와로), 포도밭 관리를 책임지는 Christian Simon(크리스티앙 시몬), 포도나무 및 자재를 담당한 William Nahan(윌리암 나한)이 그 주인공들이다."
도멘 조지 미쉘Domaine Georges Michel,"도멘 죠지 미쉘 (Domaine Georges Michel)은 뉴질랜드 남섬 말보로(Marborough) 와인생산 지역의 중심부에 위치하고 있으며, 1997년에 설립된 부티크 와이너리로 프리미엄급 샤르도네, 피노 누아 양조에 뛰어나며, 다양한 수상 경력을 자랑하는 말보로 소비뇽 블랑으로 유명한 와이너리이다."
구아라치 패밀리 와인스Guarachi Family Wines,
아지엔다 비니콜라 카스텔로 디 로졸로 데이 F.lli 베르텔레티 s.r.lAzienda vinicola Castello di Lozzolo dei F.lli Berteletti s.r.l,"아지엔다 비니콜라 카스텔로 디 로졸로 데이 F.lli 베르텔레티 s.r.l(Azienda vinicola Castello di Lozzolo dei F.lli Berteletti s.r.l)는 밀라노에서 약 90km 떨어진 Lozzolo에 위치한 곳이다. 1967년 전쟁직후 베텔레티로몰로는 가족 포도밭에서 직접 생산되는 와인을 팔기위해 그의 형제들과 함께 회사를 설립했고, 이후 판매의 증가로 몇년 후 ""로졸로 성""까지 인수를 한 후 지금의 와이너리 이름을 가지게 되었다."
션 태커리Sean Thackery,
샤또 라모뜨 베르즈롱Chateau Lamothe Bergeron,"Lamothe-Bergeron(라모뜨 베르즈롱) 와이너리는 Saint-Julien지역 부근에 위치하며 Grand Cru 4등급 와인 Chateau Beychevelle과 불과 3km 떨어져 위치해 있다. 19세기에 Cru Bourgeois Superieur로 분류되었고, 2020년 다시금 Superieur로 분류되며 Haut-Medoc AOC 와인에서도 독보적인 퀄리티를 증명한다."
마르쿠스 몰리터Markus Molitor,"마르쿠스 몰리터(Markus Molitor)는 8대에 걸쳐 가족 경영으로 이루어진 와이너리로 1984년 20살의 나이에 아버지로부터 1.5ha 의 와이너리를 물려받았다. 20살의 나이부터 그는 모젤 지역의 각 떼루아들과 빈티지에 따른 차이를 정확히 표현하는 품질위주의 리슬링 와인을 만들겠다는 목표하에, 꼼꼼하고 타협하지 않는 태도를 견지해왔다."
호메 세라Jaume Serra,호메 세라(Jaume Serra)는 1943년 돈 호메 세라 귀엘(Don Jaume Serra Güel)가 바르셀로나주 까탈루냐(Catalunya)지방 Alella(알레야) 마을에서 시작하다가 1984년 Alella의 부족한 포도밭 때문에 Vilanova(빌라노바)로 와이너리를 옮겼다. 1997년 Garcia Carrion 가족이 호메세라 와이너리를 구입하면서 125헥타아르의 포도밭이 현대적 시스템으로 관리되고 있다. 와이너리의 모든 시스템은 국제품질규격인 ISO와 BRC를 따른다.
