생산자,설명
발렁땅 르플레브Valentin Leflaive,"샹파뉴에서 가장 훌륭한 샤르도네를 생산하는 지역인 Côte des Blancs, 그중에서도 가장 명성 높은 Appellation 중 하나인 Oger에 설립된 부티크 샴페인 하우스가 발렁땅 르플레브(Valentin Leflaive)이다."
로카이아 와이너리Lokaia,로카이아(Lokaia) 와이너리는 모리슨Moreson 와이너리의 와인메이커 클레이톤Clayton과 스토니 브룩Stony Brook의 와인메이커 크레이그 Craig가 자신들의 양조 철학과 양조기술을 총동원하여 이 지역 떼루아의 개성과 품종 고유의 순수함과 잠재력을 와인에 선명하게 구현하기 위해 2020년 시작한 스페셜 프로젝트이다.
타파나파Tapanappa,
마운트 릴리Mount Riley,"마운트릴리(Mount Riley) 와이너리는 설립자 존John과 딸 에이미Amy, 사위 맷Matt이 함께 전통을 이어오고 있는 뉴질랜드 말보로 지역의 가족 경영 와이너리다."
옥토포다Octopoda,옥토포다(Octopoda)는 부르고뉴와 보르도에서 10년 동안 와인 무역과 와인 양조를 경험한 트레버 시한Trevor Sheehan이 합리적인 가격과 우수한 품질로 누구나 부담 없이 즐길 수 있는 와인 생산을 목표로 런칭한 브랜드다.
게잇Gait,게잇(Gait)은 부르고뉴와 보르도에서 10년 동안 와인 무역과 양조를 경험한 Trevor Sheehan이 합리적인 가격과 우수한 품질로 누구나 부담 없이 즐길 수 있는 와인 생산을 목표로 런칭한 브랜드입니다.
배럴 밤Barrel Bomb,배럴 밤(Barrel Bomb)은 부르고뉴와 보르도에서 10년 동안 와인 무역과 와인 양조를 경험한 트레버 시한Trevor Sheehan이 색다른 와인 컬렉션을 만들기 위해 시작한 브랜드다.
루티니Rutini,"아르헨티나 와인 역사상 최고의 와인메이커 중 한 명인 펠리페 루티니Felipe Rutini는 1885년 아르헨티나 멘도자 마이푸Maipu지역의 코킴비토Coquimbito에 보데가 라 루랄Bodega la Rural와이너리를 설립하였다. '노동과 인내'라는 모토를 바탕으로 우코밸리Uco Valley에 포도나무를 심기 시작한 루티니는 현재 50종류가 넘는 와인들이 여러 대회에서 수많은 수상을 하며, 아르헨티나를 대표하는 와이너리로 평가받고 있다."
클라로스쿠로Claroscuro,클라로스쿠로(Claroscuro) 와이너리는 와인을 누구보다 사랑하는 아르헨티나의 예술가가 설립한 와이너리로 레이블은 현지 예술가들에 의해 디자인되었으며 특히 와이너리를 대표하는 와인 '열 정적인 탱고'는 유명한 예술가 Germinal Lubrand에 의해 탄 생하였다.
쟝 망샤Jean Manciat,"장 망샤(Jean Manciat)는 마콩 샤네이에서 1985년부터 와인을 생산하기 시작한 와인 메이커이다. 그의 가족들은 오래 전부터 협동조합을 통해 와인을 생산해왔으나, 장 망샤가 이 부지를 인수하는 즉시, 본인 철학에 맞는 이상적인 와인을 만들기 위해 협동조합에서 탈퇴하였다."
바라온다Barahonda,바라온다(Barahonda) 와이너리는 스페인 남부 에끌라Yecla의 자연에서 그 근원을 찾을 수 있다. 에끌라 지역에 오랫동안 뿌리내리며 자라온 포도나무를 세련되고 창의적으로 양조하여 지역의 고유한 캐릭터가 담긴 와인을 생산하고 있다.
샤또 보 시크릿Chateau Beau Secret,샤또 보 시크릿(Chateau Beau Secret)은 13대에 걸쳐 와인 양조 명맥을 이어온 샤또 뒤 물랑 루즈의 Ribeiro 가문의 막내 Lucie Secret이 2014년 마고와 생줄리앙 사이 Cussac-Fort-Medoc(뀌삭 포흐 메독)의 가장 높은 능선에 위치한 작은 포도원을 'Beau Secret'이라 명명하며 샤또 보 시크릿의 역사가 시작되었다.
샤또 플뢰르 페레Chateau La Fleur Perey,"조화로운 풍미와 우아함으로 대두되는 샤또 플뢰르 페레(Chateau La Fleur Perey)는 보르도 좌안(메독)을 마스터했다고 해도 과언이 아닌 롤랑 드 비의 연륜과 경험이 우안(쌩떼밀리옹)에 완벽히 정착한 예로, 쌩떼밀리옹 지역 중에서도 가장 아름다운 떼루아로 손꼽히는 St-Sulpice(쌩 쉴피스) 언덕 꼭대기에 그 포도원이 자리하고 있다."
카이켄Kaiken [Kaiken by Montes],카이켄 (Kaiken by Montes) 은 1988년 칠레의 몬테스 와이너리에 의해 아르헨티나에 설립되었다.
마틱 와이너리Matic,"마틱(Matic) 와이너리는 슬로베니아 북동쪽 끝자락, 오스트리아와 헝가리의 경계에 위치한 슈타예르스카Štajerska에서 3대째 와인을 생산하고 있다. 슈타예르스카는 화이트 와인으로 정평이 나 있는 지역이다. 산악 지대로 일교차가 매우 커 포도가 과숙 하지 않고 천천히 풍미를 만들어내며, 겨울철의 기온이 낮아 토양을 정화시키기 때문에 건강한 포도나무를 기르기에 최적의 조건을 갖추었다."
유르취치Jurtschitsch,"16세기부터 와인을 생산한 유르취치(Jurtschitsch)는 캄프탈Kamptal지역 랑겐로이스Langenlois에 위치한 명망 높은 와이너리로 오스트리아의 가장 품 격 있는 와이너리 중 하나로 평가받고 있으며, 오스트리아 전통 와인 생산자 협회에 소속되어 있다."
상 파울스St. Pauls,"상 파울스(St. Pauls)는 이탈리아 북부 알토 아디제(Alto Adige) 지역의 에파안(Eppan) 마을에 위치한 협동조합 와이너리이다. 1907년에 설립되어 100년이 넘는 역사를 가지고 있으며, 현재 200여 명의 조합원들이 함께 운영하고 있다."
퀸타 드 뿌라이스Quinta de Porrais,퀸타 드 뿌라이스(Quinta de Porrais) 와이너리의 역사는 전설적인 포트 와인 생산자 안토니아 페라이라Antónia Ferreira로부터 시작된다.
샤또 드말리니Chateau de Maligny,샤또 드말리니(Chateau de Maligny)는 프랑스 동부 부르고뉴 북서쪽 샤블리 지구에서 만들어진 고급 화이트 와인이다. 이 지역에서 생산되는 화이트 와인은 세계 최상품으로 지명도가 매우 놓다. 석회암 토질에서 샤르도네 품종만으로 와인을 만들기 때문에 바디가 있는 무 감미한 화이트 와인이 생산된다.
베스파Vespa,베스파 와이너리(Vespa Vignaioli)는 이탈리아의 유명 신문기자이자 방송인인 브루노 베스파(Bruno Vespa) 가 설립한 와이너리이다.
씨 패밀리 와인즈C Family Wines,씨 패밀리 와인즈(C Family Wines)는 레트로하면서 키치한 아메리카나 감성을 담은 클래식한 미국 와인으로 웨스턴 음식 특히 파스타와 함께 마실 때 최고의 풍미를 자랑합니다. 할머니의 부엌에서 나는 군침 도는 아로마에서 영감을 받아 씨 패밀리 와인은 현대인의 취향을 저격하는 테이블 와인으로 누구나 쉽게 마실 수 있는 와인을 만듭니다.
살리쿠띠Salicutti,"살리쿠띠(Salicutti)는 몬탈치노 남동쪽 라 크로체 지역에 위치하고 있다. 1994년 설립되었으며, 몬탈치노에서는 최초로 유기농 인증을 획득한 생산자 중 하나이며, 2022년에는 비오디나미 인증도 받았다."
지안니 브루넬리Gianni Brunelli,1987년 시에나 지역에서 유명 레스토랑을 운영하던 지안니 브루넬리(Gianni Brunelli)는 아버지가 예전이 소유하던 레 키우제 디 소또를 인수하여 와이너리를 시작하며 가족들의 꿈을 이루었다.
카날리끼오 디 소프라Canalicchio di Sopra,"카날리끼오 디 소프라(Canalicchio di Sopra)는 1962년 프리모 파첸티가 몬탈치노 시내 북부에 설립한 와이너리이다. 또한 그는 1967년 브루넬로 디 몬탈치노 협회 설립에도 크게 기여하였으며, 몬탈치노 지역에서 중요한 위치를 차지한 명문 가문이다."
타씨Tassi,"타씨(Tassi) 가문은 몬탈치노 지역에서 3대에 걸쳐 농축산업에 종사해온 가족으로, 몬탈치노에 대한 깊은 이해와 유명한 와인 생산자들과도 깊은 유대를 맺고 있다."
프로페츠 락Prophet's Rock,"1999년도에 설립된 프로페츠 락(Prophet's Rock)은 짧은 역사에도 불구하고, 뉴질랜드에서 가장 유망한 와이너리로 기대를 받았다. 특히, 그 배경에는 도멘 꼼뜨 조르주 드 보귀에 (Domaine Comte Georges de Vogue) 출신의 와인 메이커 '폴 푸욜 (Paul Pujol)'의 역할이 컸다."
피에트로소Pietroso,"피에트로소(Pietroso)는 몬탈치노 와인 산업에 종사한 경험이 있는 도메니코 베르니는 1970년대에 포도밭을 구매하여 가정용 와인을 만들면서 시작되었다. 1978년 더 많은 사람들이 고품질의 와인을 즐길 수 있길 바라며, 정식적으로 와인을 생산했다."
안스가 클뤼서라스Ansgar Clüsserath,1670년도에 설립된 안스가 클뤼서라스(Ansgar Clüsserath)는 트리텐하임Trittenheim에서 가족 경영으로 대를 이어 와인을 생산하고 있다. 현재 에바 클뤼서라스-비트만Eva Clüsserath-Wittmann은 부모님과 함께 와이너리를 경영하고 있다. 에바는 비트만 와이너리 오너이자 남편인 필립 비트만과 함께 친환경 포도재배와 유기농 와인 생산에 중점을 두고 와인을 생 산하는 독일의 차세대 와인메이커로 명성이 높다.
비트만Wittmann,비트만(Wittmann) 가문은 1663년부터 라인헤센Rheinhessen의 남부 베스트호프너Westhofener마을에서 포도를 재배한 유구한 역사를 지닌 와이너리이다.
보데가스 베로니아Bodegas Beronia,"보데가스 베로니아(Bodegas Beronia)는 1973년, 스페인 고급 와인산지 리오하의 정체성이 담긴 와인을 생산하고자 설립되었다. 리오하에서도 가장 석회질 비중이 높고 산지의 고도가 높아 우수한 포도가 생산되는 리오하 알타Rioja Alta 지역에 위치해 있다."
로템 & 모우니르Rotem & Mounir,"로템 앤 무니르 사우마(Rotem & Mounir Saouma)는 부부인 로템과 무니르 사우마가 설립한 와이너리로, 프랑스 론 지역의 샤토뇌프 뒤 파프(Châteauneuf-du-Pape)에서 독특하고 부티크한 와인을 생산하며 주목받고 있다. 이들은 부르고뉴 지역에서 명성을 얻은 네고시앙 '루시앙 르 무안(Lucien Le Moine)'을 운영하며 쌓은 경험을 바탕으로, 2000년대 초반부터 샤토뇌프 뒤 파프 지역에서 포도밭을 찾아 8헥타르 규모의 포도밭을"
도멘 타카히코Domaine Takahiko,"도멘 타카히코(Domaine Takahiko)는 일본 홋카이도 요이치(余市) 지역에 위치한 와이너리로, 2010년 소가 다카히코(Takahiko Soga) 씨에 의해 설립되었다. 소가 씨는 나가노현에서 오부세 와이너리(Obuse Winery)를 운영하는 가문에서 태어나 도쿄 농업대학에서 양조학을 전공하였으며, 이후 여러 와인 생산지를 경험하며 부르고뉴와 쥐라 지역의 와인에서 영감을 받아 홋카이도에서 자신의 와이너리를 시작하게 되었다."
디즈노코 빈야즈Disznoko Vineyards,디즈노코 빈야즈(Disznoko Vineyards)는 1413년부터 토카이를 만든 기록이 있는 헝가리의 대표 와이너리다.
곤잘레스 비야스Gonzalez Byass,"곤잘레스 비야스(Gonzalez Byass)는 1835년 마뉴엘 마리아 곤잘레스Manuel Maria Gonzalez에 의해 헤레즈Jerez 지방에 설립되었다. 1844년 마뉴엘은 단맛이 전혀 없는 피노 셰리, 티오 페페Tio Pepe를 런던으로 첫 수출하여 큰 성공을 거두었고, 티오 페페는 전 세계 No.1 베스트셀링 셰리로 피노 셰리의 대명사가 되었다."
곤잘레스 비야스Gonzales Byass,
샤또 레 카르메 오브리옹Chateau Les Carmes Haut-Brion,"샤토 레 카르메 오브리옹(Chateau Les Carmes Haut-Brion)은 프랑스 보르도 그라브(Graves) 지역의 페삭-레오냥(Pessac-Léognan) AOC에 위치한 와이너리로, 16세기에 설립되었다. 1584년, 샤토 오브리옹의 소유주였던 장 드 퐁타크(Jean de Pontac)가 까르멜회(Carmelite) 수도사들에게 물레방아와 주변 포도밭을 기증하면서 그 역사가 시작되었다."
샤또 드 프랑스Chateau de France,샤또 드 프랑스 (CHATEAU DE FRANCE)는 1874년부터 관련 문헌에 기록이 남아있다. 포도밭은 레오냥의 가장 높은 언덕중의 하나에 있는데 레오냥은 가론강의 범람으로 생긴 4개의 지질학상의 테라스중 가장 높다. 풍부한 일조량과 특이한 토양이 유일한 떼루아를 형성한다.
샤토 샨트그리브Chateau Chantegrive,"샤토 샨트그리브(Chateau de Chantegrive)는 프랑스 보르도 남부 그라브(Graves) 지역의 뽀덩삭(Podensac)에 위치한 가족 경영 와이너리로, 1966년 앙리와 프랑수아즈 레베크 부부에 의해 설립되었다. 이들은 우표 수집품을 팔아 첫 2헥타르의 포도밭을 구입하며 와이너리의 역사를 시작했다."
비냐스 델 베로Vinas del Vero,비냐스 델 베로(Vinas del Vero)는 소몬타노Somontano 지역의 전체 와인 생산량 중 40%를 생산하고 있는 소몬타노 대표 와이너리이다.
로드리게스 산조Rodriguez y Sanzo,"로드리게스 산조(Rodriguez y Sanzo)는 스페인 북서부 지역인 루에다, 리오하, 토로, 리베라 델 두에로, 카스티야 이 레온 등 최적의 환경을 지닌 7개 이상의 DO 산지에서 독특한 개성을 지닌 와인을 생산하는 가족 경영 와이너리다."
불리오니Buglioni,불리오니(Buglioni)는 의류사업을 하던 설립자 알프레도 불리오니Alfredo Buglioni가 발폴리첼라 클라시코Valpolicella Classico 중심부에 있는 오래된 농장을 구입하면서 시작되었다.
콜레마토니Collemattoni,"콜레마토니(Collemattoni)는 몬탈치노Montalcino 중심부의 남쪽 언덕에 위치한, 전통적인 양조 스타일로 유명한 가족 경영 부티크 와이너리이다."
페를라쥬Perlage,"페를라쥬(Perlage) 와이너리는 1985년, 설립자 티지아노 나르디Tiziano Nardi와 일곱 명의 아들이 발도비아데네 프로세코 수페리오레Valdobbiadene Prosecco Superiore의 중심에 위치한 리바 모레타Riva Moretta 포도밭을 유기농법으로 전환하며 시작되었다."
로케 코스타마냐Rocche Costamagna,로케 코스타마냐(Rocche Costamagna) 와이너리는 1841년부터 현재까지 전통을 이어 바롤로를 생산하고 있는 라모라 지역에서 가장 오래된 와이너리 중 한 곳으로 전통주의 바롤로를 생산하고 있다.
테누타 울리쎄Tenuta Ulisse,"테누타 울리쎄(Tenuta Ulisse)는 아브루쪼 지역의 와인 부흥기를 이끌고 있는 프리미엄 와이너리로, 수 세기 동안 이어져 내려오는 헌신적인 빈야드 관리 와 와인에 대한 열정을 모던한 방식으로 표현한 와인을 생산한다."
도멘 실뱅 파타유Domaine Sylvain Pataille,
도멘 푸리에Domaine Fourrier,"장 마리 푸리에(Jean-Marie Fourrier)는 1990년대 중반, 23세의 나이에 아버지로부터 10헥타르 규모의 가족 소유 포도원을 물려받았습니다. 그의 경험은 단순히 Gevrey Chambertin의 가족 도멘에서만 쌓인 것이 아니라, 오리건의 Domaine Drouhin과 Vosne-Romanée에서 전설적인 와인메이커 Henri Jayer와 함께 일하며 얻은 것입니다."
도멘 프레데릭 마빌로Domaine Frederic Mabileau,도멘 프레데릭 마빌로(Domaine Frederic Mabileau)는 브루게이유 서쪽에 위치한 작은 와인 산지 생 니콜라 드 부르게이유(Saint-Nicolas-de-Bourgueil)에 있다.
트레디베리Trediberri,"2007년, 니콜라Nicola와 그의 아버지 페데리코Federico는 예술적 장인정신이 깃든 바롤로를 생산하기 위해 가족 대대로 소유하고 있던 있던 라모라 지역 최상급 크뤼, 로케 델 아눈지아타Rocche dell' Annu nziata와 토릴리오네Torriglione 2헥타르 포도밭에, 라모라 지역 서쪽에 위치한 베리Berri 포도밭 5헥타르를 매입하여 트레디베리(Trediberri)를 설립하였다."
율리스 콜랭Ulysse Collin,
샹트레브Chantereves,"샹트레브(Chantereves)는 일본인 Tomoko와 독일인 Guillaume의 부부가 운영하는 신생 와이너리이다. 그들의 첫번째 빈티지는 2010이며, 영국의 저명한 와인 저널리스트인 ‘잰시스 로빈슨’ 여사의 눈에 띄어 그녀의 웹사이트에서 ‘올해의 와인’으로 다루면서 유명세를 얻기 시작했고 많은 관심을 얻고 있다."
필립 파칼레Philippe Pacalet,
빈끼오 발리오 세라Vinchio Vaglio Serra,"빈끼오 발리오 세라(Vinchio Vaglio Serra)는 1959년 오랜 기간 라이벌이었던 빈끼오Vinchio 지역과 발리오 세라Vaglio Serra 지역의 포도 재배자 19명이 힘을 합쳐 설립한 협동조합 와이너리다. 현재는 유네스코 세계 문화유산으로 지정된 영토를 포함한 470헥타르의 포도밭에서 197명의 크고 작은 포도 재배자들이 모여 와인을 생산하고 있으며, 여전히 초심을 잃지 않고 품질 좋은 와인을 생산하기 위해 노력하고 있다."
뱅 노에Vin Noe,
도멘 코지 앳 재화Domaine Koji et Jaehwa,
소벡스Sovex,"1982년부터 보르도와 보르도 외 지역의 좋은 와인을 선보이기 위해 노력하는 소벡스(Sovex)는 40년 이상의 경험과 천 단위의 고객 수, 58개의 수출국과 연간 7500만 이상의 매출을 달성하는 거대한 기업답게 체계적으로 와인을 공급하고 있습니다."
패트릭 피우즈Patrick Piuze,
"샤또 빌모린Chateau Villemaurine, Grand Cru Classe","샤또 빌모린 (CHATEAU VILLEMAURINE) 은 생떼밀리용의 그랑크루클라세 와인으로 Justin Onclin 이 소유하고 있다. 중개인이었던 그는 좋은 와인을 발견할 수 있는 전문성과 와인에 대한 열정으로 좋은 와인을 만들기 위한 좋은 포도밭을 찾아 다녔다. 그의 노력은 마침내 샤또 빌모린을 발견하기에 이르렀고, 2007년 무한한 잠재력을 가진 이 땅을 구입하게 된다."
도멘 당리Domaine d'Henri,1695년 샤블리 지역에 첫 포도원을 소유한 Laroche 가족은 1967년 첫 빈티지 생산 후 더 제한적이고 퀄리티 지향적인 에스테이트 구축을 위해 부지를 매각하여 2010년 도멘 당리(Domaine d'Henri)를 설립하기에 이른다.
씨 튀 세Si Tu Sais,
클레어 노당Claire Naudin,
샤호동Charodon,샤또 드 샤호동(Chateau de Charodon)은 Beaune 근교의 유서깊은 고성에 본사를 둔 2010년 빈티지를 첫 시작으로 하는 신생 마이크로 네고시앙 생산자다. 소량의 고품질 와인의 생산을 목표로 하고 있다. 주브레 샹베르탱의 Pierre Bouree에서 오랜기간 와인 생산의 실무를 담당해온 막내아들 Pierre Vallet이 독립하여 자신만의 와인의 표현을 목표로 만들었다.
아그라파Agrapart,
위베르 라미Hubert Lamy,
그랑바잔Granbazan,
라미 피요Lamy Pillot,
끌로 바가텔Clos Bagatelle,"클로 바가텔(Clos Bagatelle)은 남프랑스 심장부에 있는 생시니앙(Saintchinian)에 위치하고 있다. 바가텔의 뜻은 '농사짓는 사람'이며, 르네상스가 한창 번창하였던 14세기의 이태리 말에서 유래되었다."
앙투앙 쁘띠프레즈Antoine Petitprez,
끌로 후자Clos Rougeard,
도멘 아쉬Domaine H,
메종 라Maison La,
메종 하버Maison Harbour,
도멘 드 라 뚜르Domaine de la Tour,도멘 드 라 뚜르(Domaine de la Tour)는 1820년부터 200년 동안 샬모Chalmeau가문이 6대째 와인을 생산하고 있는 유서 깊은 샤블리 생산자이다.
도멘 뒤 떼름Domaine du Terme,아버지와 딸이 함께 경영하는 가족 와이너리 도멘 뒤 떼름(Domaine du Terme)의 'Terme'은 지공다스 마을의 끝을 의미하는 'Terminus'에서 유래한 이름이다. 1987년 마꽁에서 양조학 학위를 받은 후 아버지와 함께 와이너리를 경영하며 와인을 양조하기 시작한 안Anne은 사블렛과 바께이라스 지역의 포도밭을 매입하고 양조시설을 확장하며 적극적으로 와이너리를 발전시켰다.
도멘 장 푸르니에Domaine Jean Fournier,"도멘 장 푸르니에(Domaine Jean Fournier) 가문은 17세기부터 와인을 양조한 역사적으로도 저명한 와인 가문이다. 1962년 장 푸르니에Jean Fournier는 마르사네Marsannay 지역에 정착하여 도멘을 시작하였고 장 푸르니에 은퇴 후 2000년부터 아들, 로랑 푸르니에Laurent Fournier가 도멘을 이끌고 있다."
루쏘Russo,"루쏘(Russo) 와이너리는 이탈리아 토스카나 마렘마(Maremma) 지역에 위치한 와이너리로, 자연의 아름다움과 역사적 깊이를 동시에 품고 있는 곳이다."
버롱가 힐 와이너리Buronga Hill Winery,"NSW 남부의 Sunraysia 지역에 위치한 버롱가 힐 와이너리(Buronga Hill Winery)는 호주 최대 규모의 와이너리 중 하나로 150,000톤의 와인을 생산한다. Buronga Hill Winery는 최신 기술을 도입한 대규모 와이너리로 효율적이고 환경 친화적인 와인 양조를 추구하는 것으로 명성이 높다."
도멘 라 부지에르Domaine la Bouissiere,도멘 라 부지에르(Domaine la Bouissiere)의 설립자 앙토낭 파라벨Antonin Faravel은 지공다스 지역 가장 높은 곳에 포도밭을 일군 선구자이다.
월넛블럭 와인즈Walnut Block Wines,
발렛 마린Ballet Marin,
레 오 막쉬Les Hautes Marches,
파고스 델 레이Pagos del Rey,"파고스 델 레이 (PAGOS DEL REY)는 2002년 설립된 신생 와이너리이다. 세계 10대 와인 기업인 FELIX SOLIS AVANTIS 소속으로 Ribera Del Duero 지역을 대표하는 와이너리로 성장하고 있으며, 특히 최고급의 템프라니오 품종을 사용한 와인을 주로 생산하는 와이너리이다."
도멘 뚤로 주이요Domaine Theulot Juillot,"도멘 뚤로 주이요(Domaine Theulot Juillot)의 역사는 20세기 초반, Marguerite와 Emile Juillot가 프랑스 부르고뉴의 메르퀴레(Mercurey) 마을에 정착하며 시작되었습니다. 그들은 이 지역에서 가장뛰어난 포도밭 중 하나로 손꼽히는 '골든 크레센트'에 위치한 여섯 개의 포도밭을 선택하여 포도 재배를 시작했습니다."
엠마뉴엘 다르노Emmanuel Darnaud,Emmanuel Darnaud(엠마뉴엘 다르노)는 1.5헥타르의 밭으로 시작하여 현재 15헥타르의 밭을 소유하고 있는 크로제 에르미따쥬 지역의 젊고 열정적인 와인 생산자이다.
라 몽도뜨Chateau La Mondotte,
지모네 고네Gimonnet Gonet,"지모네 고네(Gimonnet Gonet)는 필립 지모네Philippe Gimonnet와 안 고네Anne Gonet는 샴페인 지역의 유서 깊은 두 가문 지모네Gimonnet와 고네Gonet로부터 이어져 내려온 유산을 바탕으로 결혼 후 1986년, 가족 경영 샴페인 하우스로 설립되었다."
장 뤽 콜롬보Jean Luc Colombo,장 뤽 콜롬보 (Jean Luc Colombo)는 론 지역의 와인 마법사로 불릴 정도로 창조적이고 도전적인 영혼과 품격과 개성이 살아있다. 그는 와인을 사랑하는 자유로운 열정이 만나 탄생한 론 와인의 수퍼 스타라 할 수 있다.
레 비뉴롱 데스떼자르그Les Vignerons d'Estezargues,레 비뉴롱 데스떼자르그(Les Vignerons d'Estezargues) 와이너리는 아비뇽 근처 작은 마을 에스 떼자르그Estézargues에 위치한 협동조합 와이너리로 1965년 10명의 포도 재배자들이 모여 설립하였다.
프랭크 발타자르Franck Balthazar,
시녜 부르고뉴Signe Bourgogne,시녜 부르고뉴(Signe Bourgogne)는 1931년에 꼬뜨 샬로네즈 지역의 포도 재배자들이 함께 모여 하나의 공통된 목표를 이루기 위해 탄생한 협동조합 와이너리입니다.
메종 스테판Maison Stephan,
도멘 피에르 고농Domaine Pierre Gonon,
썸머하우스Summerhouse,
보르고 임페리얼Borgo Imperiale,보르고 임페리얼(Borgo Imperiale)은 이탈리아 와인 생산의 정수를 대표하는 브랜드로 뛰어난 품질과 전통을 결합한 와인을 선보이고 있습니다. 보르고 임페리얼은 역사적 유산과 현대적 감각을 조화롭게 융합하여 와인 애호가들에게 특별한 경험을 제공합니다.
도멘 노엘 베르세Domaine Noel Verset,
코바야시 와이너리Kobayashi Winery,
오헬리앙 베르데Aurelien Verdet,"오헬리앙 베르데(Aurelien Verdet)는 1981년 태생의 젊은 와인 메이커로, 1970년대부터 2005년 은퇴까지 유기농학의 선구자 중 한 명으로 명성을 높였던 부친을 따라 그 전통을 이어가기로 한다."
도멘 드헤Domaine Derey,"도멘 드헤(Domaine Derey)는 픽상의 북쪽과 막사네의 남쪽에 위치한 Couchey미을에 자리잡고 있는 Derey가문의 가족 경영 와이너리로, 1650년대부터 시작되어 현재 드헤 가문의 6번째 세대인 막심, 피에르 마리, 로맹 세 형제에 의해 경영되고 있다."
안드레아스 오스터 와이너리Andreas Oster Winery,
샤또 쌩 앙드레Chateau Saint Andre,샤또 쌩 앙드레(Chateau Saint Andre)는 뛰어난 와인메이커로서 포므롤(Pomerol)과 생테밀리옹(Saint-Emilion)의 테루아와 깊은 인연을 맺고 있는 장 클로드 베루에(Jean-Claude Berrouet)는 1979년 설립했다.
도멘 드 라 그하베레트Domaine de la Graveirette,
샤또 뚜르 드 프레삭Chateau Tour de Pressac,"샤또 뚜르 드 프레삭(Chateau Tour de Pressac)은 1557년 설립, 370년 이상 베르나르 가문이 소유하고 있다. 프랑스 왕 앙리 2세와 그의 애인 디안 드 포티에가 샤또에 자주 머물렀고, 샤또에 둘의 이니셜인 H와 D를 새긴 것을 와인 라벨에 반영했다. 2012년 크리스 카르동이 “마라톤 뒤 메독” 대회를 통해 생떼스테프의 가장 오래된 성 중 하나인 샤또 라 아이에 매료되어 인수, 역사와 전통을 유지하며 와인을 생산하고 있다."
메종 죠하네스 부베Maison Johanès Boubée,
테로아 와인스Teroa Wines,
티.앤.티T.N.T,
팬더 크릭 셀라즈Panther Creek Cellars,
파우스티노 리베로 울레시아Faustino Rivero Ulecia,파우스티노 리베로 울레시아(Faustino Rivero Ulecia)는 마르케스 델 아트리오 그룹의 원조 와이너리로 1899년 라 리오하의 아르네도에서 와인 양조를 시작했다.
카사노Casano,카사노(Casano)는 1940년 마르살라에 설립됐다. 가족경영 와이너리로 마르살라의 자존심을 지키고 있다.
도멘 뒤부아 베르나르Domaine Dubois Bernard,도멘 뒤 브아 베르나르(Domaine Dubois Bernard )는 1800년대 초에 설립되어 여러 세대에 걸쳐 내려오고 있는 가족경영 와이너리이다. 가문이 소유한 땅에서 직접 포도를 재배하며 100% 손수확한 포도로 와인을 양조한다. 또한 병입에 이르기까지 모든 과정을 직접 진행하여 퀄리티를 보장하고 있다.
도멘 드 보후Domaine du Vauroux,도멘 드 보후(Domaine du Vauroux)는 1970년대 프랑스 샤블리 와인 재배 지역과의 재탄생과 함께 부흥하였다. 유년기 때 부터 가족의 와인농장에서 일한 대표 올리비에 트리콘은 행동력과 신념을 모두 가지며 최고의 와인을 위해 몇십년 간 노력과 추진력을 계속 쌓아올리고 있다.
제안 푸카르 칼바도스Johan Foucart Calvados,"제안 푸카르 칼바도스(Johan Foucart Calvados)는 노르망디의 전통과 아름다움을 담은 프리미엄 애플 브랜디 이다. 세대를 거쳐 전수된 전통적인 방법과 노하우를 바탕으로 생산되며, 노르망디의 이상적인 기후에서 재배된 다양한 사과 품종이 독특하고 풍부한 맛을 형성한다."
기요 패밀리Guillot Family,"기요 패밀리(Family Guillot)는 1911년부터 현재까지 5대째 이어져 온 역사 깊은 와인 가문이다. 기요 패밀리는 보르도, 쥬브레 샹베르땡, 보졸레, 꼬스띠에르 드 님의 유명 와인 산지에서 77헥타르 가량의 떼루아를 보유하고 있으며 엔트리부터 하이엔드 와인까지 모두 아우르는 와인을 만들어 전 세계에 2천만 병 이상 수출하고 있다."
가드라스 패밀리Gadras Family,"가드라스 패밀리(Gadras Family)는 200년 이상 포도밭을 경작해왔다. 원래는 혼합 농업을 하여 곡물을 재배하고 동물을 기르며 11헥타르의 땅에서 포도나무를 재배했다. 이후 포도 재배가 더 큰 비중을 차지하게 되었고, 현재는 93헥타르로 확장되었다."
제이미슨스 런Jamieson's Run,제이미슨스 런(Jamieson's Run)은 1800년대 중반에 Chaffey Brothers가 소유한 외딴 양 목장이었다.
미셸 띠소 앤 피스Michel Tissot & Fils,쥐라 지역에서 가장 유서깊은 와이너리 미셸 띠소 앤 피스(Michel Tissot & Fils)는 11대 이상 계승되어 오고 있는 와인 생산 노하우와 떼루아에 대한 무조건적인 존중을 바탕으로 가장 “쥐라＂다운 고품질의 와인을 생산하고 있다.
도멘 데 아르디에Domaine des Hardieres,"도멘 데 아르디에(Domaine des Hardieres)는 레이용 북부에 23헥타르 면적의 포도밭을 지니고 있다. 포도나무 평균 수령은 30년 정도로 토양과 떼루아, 그리고 모든 자연 환경을 존중하며 유기농 농법으로 경작되고 있다."
르네상스Renaissance,르네상스(Renaissance) 와인의 역사는 세명의 친구의 우정에 대한 이야기이다.
