생산자,설명
꿰르챠벨라Querciabella,"꿰르챠벨라(Querciabella)는 1974년, 쥬세페 까스틸리오니(Giuseppe Castiglioni)에 의해 설립됐다. 2.5에이커의 포도밭과 몇 개의 오래된 건물들을 구입하면서 꿰르챠벨라의 역사는 시작됐다. 그후 부지를 더 매입하여 포도밭으로 경작하고 새로운 셀러를 지었다. 쥬세페는 항상 선두에서 완벽을 추구하였으며 와이너리가 계속해서 개발되는 동안 꿰르챠벨라 와인은 품질의 향상을 이룩했다."
테누타 산 야코포Tenuta San Jacopo,"테누타 산 야코포(Tenuta San Jacopo), 삼 형제의 목표는 우아하고 섬세하며 포도원의 테루아를 존중하는 ‘위대한’ 와인을 생산하는 것입니다. 태양에 완벽하게 노출되어 있는 위치, 토양, 국소기후, 포도원의 경작밀도가 잘 조화되었을 뿐 아니라 현대적인 정밀 수작업까지 융합하여 환상적인 유기농 와인을 생산합니다."
테누타 산타 마리아Tenuta Santa Maria,테누타 산타 마리아(Tenuta Santa Maria)는 1567년 이탈리아 발폴리첼라(Valpolicella)에서 처음으로 와인메이킹 사업을 시작한 베르타니(Bertani) 가문의 와이너리이다.
테누테 솔레따Tenute Soletta,'레 테누테 솔레따(Le Tenute Soletta)'는 3대손인 움베르토 솔레타(Umberto Soletta)가 1996년에 설립했다. 사싸리(Sassari) 지방의 플로리나스(Florinas)에 15헥타르 면적의 포도원을 보유한 움베르토 솔레따는 1965년에 그의 아버지와 함께 심고 가꾼 포도원과 올리브 나무 과수원을 지금까지 경작하고 있다.
언익스펙티드 이탈리안 -파인 부티크 와이너리Unexpected Italian - Fine Boutique Wineries,언익스펙티드 이탈리안(Unexpected Italian)은 효율적인 품질관리 및 혁신적인 생산 공정을 갖춘 프리미엄 와인 생산자로 잘 알려진 소수의 선별된 이탈리아 파인 부티크 와이너리(Italian Fine Boutique Wineries)들을 대변하는 그룹 브랜드 홍보대사이다.
벤키아레짜Venchiarezza,벤키아레짜(Venchiarezza)는 프리울리-베네치아 지울리아(Firuli-Venezia Giulia)에 위치한 유기농 와이너리이다.
비녜티 첸치Vigneti Cenci,"프란치아코르타 비네티 첸치는 극도로 낮은 수치로 황화물을 유지하고, 한치의 오차도 없는 제품의 품질을 달성하는 데 집중해 왔다."
두카 디 사락냐노Duca di Saragnano,
제나토 아지엔다 비티비니콜라 SRLZenato Azienda Vitivinicola SRL,제나토(Zenato)는 1960년 설립된 베네토 지역 최고의 명성을 지닌 와이너리 중 하나이자 루가나 와인과 아마로네 와인의 대표 생산자로 세계적인 명성을 지니고 있다.
비냐 에스탐파VINA ESTAMPA,비냐 에스탐파(VINA ESTAMPA) 는 칠레에서 처음으로 아상블라주 기법으로 모든 와인을 만드는 와이너리 중의 하나이다. 아상블라주는 보르도나 상파뉴 지방에서 고급와인을 만드는데 사용하는 포도를 섞는 기법이다. 여러 포도품종의 특유함과 장점을 살려서 가장 좋은 와인을 만들기 위한 양조기술이다.
펜폴즈Penfolds,"펜폴즈(Penfolds)의 역사는 유럽인의 호주 정착의 역사와 같으며, 200여 년 동안 호주가 세계와인 시장에서 오늘날까지 어떻게 발전해 왔는지를 보여준다."
샤또 라 네르트Chateau La Nerthe,샤또 라 네르트(Chateau La Nerthe)는 방대한 자료와 유구한 역사를 자랑한다. 실제로 샤또 라 네르트가 샤또네프 뒤 파프에 처음 포도나무를 심은 것은 1560년으로 거슬러 올라간다.
샴페인 앙리오Champagne Henriot,샹파뉴 앙리오(Champagne Henriot)는 버건디에서 손꼽히는 네고시앙이자 와인 생산자인 부샤 페레 피스(Bouchard Pere &; Fils)와 샤블리만을 전문적으로 만드는 윌리암 페브르(William Fevre)로 이름을 떨치고 있는 가족기업 앙리오 그룹이 소요하고 있는 샴페인 하우스이다.
라 크라사드La Croisade,라 크라사드(La Croisade)는 ‘십자가’라는 뜻을 지닌 와인으로 프랑스뿐만 아니라 독일 등 국제적인 와인 콩쿠르에서 금메달을 수상하는 등 뛰어난 품질을 자랑하는 와인이다.
코퍼 케인Copper Cane,
체비코Cevico,"체비코(Cevico)는 1963년 이탈리아 베네토 지역에 설립된 60년 가까운 역사를 자랑하는 와이너리이다. 현재 체비코 그룹은 이탈리아 내에서 총 15개의 와이너리를 소유하고 있으며, 총 6700 헥타르에 달하는 빈야드를 관리하고 있다. 또한, 한 해에 생산하는 와인이 10만톤에 이를 만큼 이탈리아 내에서 가장 상업적으로 성공한 와인 그룹 중 하나이다."
엠 샤푸티에M. Chapoutier,"엠 샤푸티에(M. Chapoutier)는 1808년 창립된 프랑스 꼬뜨 뒤 론의 와인 명가이다. 꼬뜨 뒤 론에서 프로방스, 랑그독 루씨옹에 이르는 12개 와이너리로 부터 60여종의 와인을 생산하고 있으며 호주의 청정지역에서도 와인을 생산하고 있다."
리스텔Listel,
코노Kono,코노(Kono)는 뉴질랜드 와이너리로 그들의 나라에 자부심을 갖고 있다. 맑고 깨끗한 자연환경과 풍부한 자원을 통해 이상적인 와인 양조가 가능하다 여긴다.
슈미트 숀Schmitt Sohne,슈미트 숀(Schmitt Sohne)은 200여 년 전 슈미트가의 조상이 모젤 강을 따라 위치한 Longuich의 작은 마을에 정착하여 포도원을 관리하고 와인을 생산하며 시작됐다. 현재 4세대 슈미트 숀씨에 이르러 독일 최대의 가장 성공적인 와인 수출업체 중 하나가 되었다.
폴렌바이더Vollenweider,
샤또 무사르Chateau Musar,"샤또 무사르(Chateau Musar)는 아랍어로 '경관이 뛰어난 곳’을 뜻한다. 1930년 은행가이자 사업가였던 개스톤 호차르(Gaston Hochar)라는 인물이 18세기 고성을 사들여 설립한 와이너리이다. 베이루트에서 북으로 19km, 바케밸리에서 서쪽으로 70km 떨어진 곳이다. 50년대 말에 셀러를 확장하였으며 지금은 백 만병 정도를 저장할 수 있는 능력을 가졌다."
비네센스Vinessens,
보데가 비겐Bodega Virgen,
카스텔로 디 퀘르체토Castello di Querceto,카스텔로 디 퀘르체토 (Castello di Querceto) 는 1897년 프랑스계 이주민인 프랑수아(Francois) 가문이 설립했다. 이 와이너리는 토스카나(Toscana) 및 이태리 전체에서 가장 잘 알려진 끼안티(Chianti) 와인 생산지역 중 자갈이 풍부한 그레베(Greve) 마을에 위치하고 있다.
샤또 푸에슈오Chateau Puech-Haut,샤또 푸에슈오(Chateau Puech-Haut)의 역사는 1980년대 초 프랑스 남부지역 '몽펠리에' 북동쪽에 위치한 곳에 25h의 올리브나무와 황야로 버려진 땅을 Gerard BRU라는 한 사업가가 구입하며 시작된다.
자르데또Zardetto,"자르데또 (Zardetto) 는 1969년, 꼬넬리아노 지역의 대표적인 품종인 프로세코 와인양조에 대해 해박한 경험과 지식을 갖추고 있던 삐노 자르데또(Pino Zardetto)에 의해 설립되었다."
랄리에Lallier,"샴페인 랄리에(Champagne Lallier)는 1906년 르네 랄리에로 시작되었으며 1906년 처음으로 병입하였고, 그 이후로 아이(AY)지역은 샴페인 랄리에의 역사적인 뿌리가 되었다."
빈센테 파리아 비뉴스Vincente Faria VInhos,비센치 파리아(Vincente Faria VInhos)는 18세기부터 도오루 와인의 역사와 함께한 Faria 파리아 창업주의 7대손으로 현재까지 대표 와인 메이커로서 전통과 현대를 조화롭게 반영하여 도오루 DOC급 테이블 와인과 포트와인을 양조 중이며 도오루 지역 No. 1 와인 수출회사이다. 17세기 세계 최초로 원산지 통제 등급(DOC)을 부여받은 포르투갈 대표 와인산지 도오루에서 와인을 만들고 있다.
스캇 폴 와이너리Scott Paul Winery,스캇 폴 와이너리(Scott Paul Winery)는 섬세한 피노 누아를 직접 손으로 창조하며 우아함과 정교함을 동시에 뿜어내는 와인을 만들며 피노 누나의 중심이라고 여기는 기준을 세운다는 목표를 가지고 있다.
아리에타Arietta,아리에타(Arietta)는 작은 아리아(Aria)를 뜻하는 클래식 음악 용어로 클래식 음악에 심취한 미국 와인 경매계의 최고 거장인 경매사 프릿츠 해튼(Fritz Hatton)에 의해 1998년에 설립된 와이너리이다.
허쉬 빈야드Hirsch Vineyards,"허쉬 빈야드(Hirsch Vineyards)는 소노마 피노 누아 최고의 산지로 일명 True Sonoma Coast로 불리는 Fort Ross에서 1980년대 가장 먼저 피노 누아 재배를 시작, 최고급 피노 누아를 만들어 냈다. 이로 인해 소노마 컬트 피노 누아의 신망받는 와이너리로 손꼽히고 있다."
다리우쉬Darioush,"다리우쉬(Darioush)는 보르도 스타일의 와인메이킹으로 잘 알려진 와이너리다. 구세계의 노동집약적, micro-vineyard management 와 나파밸리의 Mt. Veeder and Oak Knoll에서 생산하는 fine wine 제조 기술을 조화롭게 시행하고 있다."
쓰리 딥스Three Thieves,
구스타브 로렌츠Gustave Lorentz,
보데가스 카레Bodegas Care,보데가스 카레(Bodegas Care)는 스페인에서 가장 오래된 와인생산지 중 하나인 까리녜나 D.O. 지역에 위치한 와이너리로 2000년 2월에 Angel Lázaro와 Rafael Diaz라는 두 명의 사업가가 이 지역에서 고품질 와인을 생산해 전 세계에 널리 알리고자 하는 목표를 갖고 설립했다.
도멘 미쉘 그로Domaine Michel Gros,"도멘 미쉘 그로(Domaine Michel Gros) 는 전통적인 와인 생산자로 그로 가문의 와인은 1804년 알퐁스 그로가 본 로마네에 정착하여, 포도밭을 사들이기 시작했다. 그 이후부터 지금까지 160년 이상 동안 6대째에 걸쳐서 4개의 도메인으로 나누어지게 되며 그의 아들인 루이 그로가 본격적으로 확장한 뒤 네 명의 남매에게 물려주었다."
도멘 드 라 호예르Domain de la Royere,"도멘 드 라 호예르(Domain de la Royere)는 1988년 부터 Anne와 Jean Pierre Hugues가 가족 경영 와이너리로 루베롱 언덕에서부터 아비뇽과 Apt계단 사이에 위치한 Oppede에 자리 잡고 있다. 로마 시대에서 라 호예르는 강가에 자리 잡은 교차로이자 로마 제국의 주요 축이었던 Via Domitia로 연결되어 있었으며, 이 지역은 론벨리의 전형을 표현함에 있어 최고의 포도를 재배하고, 생산하고 있다."
뒥 드 메지에르Duc de Meziere,
프리츠 빈디쉬 와이너리Fritz Windisch Winery,
아지엔다 비니콜라 갈리가 F.lli 그라티Azienda Vinicola Galiga F.lli Grati,"아지엔다 비니콜라 갈리가 F.lli 그라티(Azienda Vinicola Galiga F.lli Grati)가 위치한 지역은 1500년대에 지어진 집들과 교회, 빌라로 이루어진 중세의 평화로운 시골 마을의 형태를 유지하고 있는 곳이다. 그라티 키안티의 지역 포도농토는 약 180헥타르에 걸쳐 성곽을 둘러싸고 있으며 이 중 90헥타르에서 포도를 재배하고 있다."
지아코모 카사노바G. Casanova,
샤논 릿지Shannon Ridge,
슈플라이Shoofly,
블랙 코티지Black Cottage,"블랙 코티쥐(Black Cottage) 와인은 CWSA를 비롯하여, Winestate Magazine에서 올해의 와인으로 선정되고 New World Wine Award 에서 금메달 획득 하는 등 각종 수상으로 그 가치를 인정받고 있는 라이징 스타 와이너리이다."
비나 테라푸라Vina Terrapura,비나 테라푸라(Vina Terrapura)는 1885년부터 6대째 와인을 만들어온 `Alfonso Undurraga` 가문이 칠레 최고급 버라이어탈 와인을 만들어내기 위해 설립한 테라푸라는 2006년 `Colchagua Valley` 에서 시작되었다.
도멘 슐룸베르거Domaines Schlumberger,도멘 슐룸베르거(Domaines Schlumberger)의 포도밭은 16세기 당시 뮈르바흐 수도원장의 소유였다. 1810년에 Nicolas Schumberger가 20헥타르의 포도밭을 구매하며 도멘 슐룸베르거의 역사가 시작됐다.
인 드림스In Dreams,"인드림스(In Dreams) 와이너리의 총괄 와인메이커인 Nina Stocker와 Assitant Wine Maker인 Callie Jemmeson는 이 다채로운 매력을 가진 지역에서 우아함, 복합성, 균형미를 모두 갖춘 와인을 만드는 것을 목표로 한다."
장 프랑수와 갸느바Jean Francois Ganevat,
필립 발렛Philippe Valette,
기 쇼몽Guy Chaumont,
샹탈 레스퀴르Chantal Lescure,
엘리안 다 로스Elian Da Ros,
꼴레카프레따Collecapretta,
도멘 레옹 바랄Domaine Leon Barral,
에릭 보르들레Eric Bordelet,
보데가 엔게라Bodegas Enguera,
라 그랑쥬 티펜La Grange Tiphaine,
르 떵 데 스리즈Le Temps des Ceries,
귀도 베를루끼Guido Berlucchi,"베를루끼(Berlucchi)는 프랑스가 스파클링 와인으로 큰 성공을 거두자 1961년, Guido Berlucchi와 Franco Ziliani는 이탈리아 와인만의 특성을 살리는 스파클링 와인사를 창립했다."
나틴코Natinco,
보테르Botter,보테르(BOTTER) 와이너리는 1928년에 Carlo Botter에 의해 와인을 배럴로 파는 조그마한 로컬 사업으로 와인비즈니스를 시작하였다. 2대째에 좀 더 나아졌으나 2차 세계대전에서 병입해서 파는 와인사업으로 아주 흥하게 되었다. 이 시점으로부터 이태리 시장과 해외 시장에서 꾸준한 상승세를 타기 시작했다.
카스타너Castagner,
발 델레 로제Val delle Rose,발 델레 로제(Val delle Rose)는 1996년 Grosseto 지역에 25ha 빈야드 구입을 시작으로 현재 총 105ha에서 Val Delle Rose의 와인을 생산하고 있다. 지속가능한 농법으로 전 와인을 생산하고 있으며 2021년까지 유기농으로 전환 할 예정이다.
까치아 알 피아노Caccia al Piano,
싸쏘디쏠레Sassodisole,
니타르디Nittardi,"니타르디(Nittardi)는 12세기에는 넥타르 데이(Netar Dei)라고 불리우는 요새였다. 그리고 16세기에 이르러 니타르디는 미켈란젤로에 의해 소유되었는데, 이 때부터 미켈란젤로는 이 곳에서 자신만의 와인을 생산하였다고 한다."
다밀라노Damilano,다밀라노(Damilano)는 이탈리아의 역사적인 바롤로 생산 농장 중 하나로 1세기 전에 기즈페 보르고뇨가 설립한 와이너리이다. 기즈페의 사위인 자코모 다밀라노와 그의 자녀 그리고 오늘날 그의 손자들에게 까지 전통이 전수되어 오랫동안 유지되고 있다.
루이지 에이나우디Luigi Einaudi,
베갈리Begali,
베난티Benanti,"베난티(Benanti)는 시칠리아 섬 동부, Viagrande(비아그란데)에 있다. 에트나(Etna) 화산의 경사면에 위치한 Benanti는 특징 있고 주목 받는 와인들을 생산해내고 있는데 국내외 컴피티션에서 해마다 많은 수상을 함으로써 퀄리티를 인정받고 있다."
페우도 아란치오Feudo Arancio,"페우도 아란치오(Feudo Arancio) 는 바람 부는 남해안을 끼고 있는 2개의 큰 농장 삼부카 디 시칠리아 (Sambuca di Sicilia(Agrigento)와 아카떼 (Acate)에서 페우도 아란치오만의 포도나무를 경작하며 100% 싱글 빈야드 와인을 제공하기 위해 총 1,500에이커의 포도밭에 포도나무를 재배하고 있다."
테누타 알자투라Tenuta Alzatura,테누타 알자투라(Tenura Alzatura)는 90년대 말 체끼 가족은 움브리아 몬테팔코 지역의 독특한 품종인 사그란티노에 관심을 가지며 이 지역에 투자 하기 시작했다. 움브리아 지역에서는 산지오베제 만큼이나 존재감이 큰 포도이며 미사의 성찬주로 활용하기 위해 포도재배가 이루어져왔다.
메짜코로나Mezzacorona,"메짜코로나(Mezzacorona)는 가장 현대적인 양조시설을 갖춘 와이너리이며, 1,500개의 포도생산자들의 포도를 엄선하여, 100% 싱글 포도품종 사용을 고집하고 있다. 뿐만 아니라 발효, 숙성 등의 모든 과정들이 양조 학자들에 의해 철저히 관리 되며 또한 친환경적인 방법을 동원한 와이너리 운영을 통해 끊임없는 발전을 거듭해 가고 있다."
네그레티Negretti,"네그레티(Negretti)는 2014년에 유네스코 세계유산으로 등재된 이태리 피에몬테 라 모라(La Morra) 지역에 위치하고 있다. 4대째 내려오는 가족 경영 와이너리이고, 형 마씨모 (Massimo)는 양조학을 전공했고 포도밭 관리와 양조를 담당하고 있고, 동생 에치오(Ezio)는 경영학을 전공했고 마케팅을 담당하고 있다."
아드리아노 그라쏘Adriano Grasso,"아드리아노 그라쏘(Adriano Grasso)는 몬페라토 초입에 있는 칼로쏘(Calosso)에 위치하고 있는 6 헥타르의 작은 와이너리이면서 와인 메이커의 이름이다. 그는 열정과 애정을 갖고 포도를 가능한 모든 방식을 도입해 내추럴로 재배하고, 최근에는 포도밭이 유기농 인증을 받았다."
즐라탄 오토크Zlatan Otok,즐라탄 오토크는 크로아티아 달마티아 지방의 흐바르섬에 위치한 가족경영 와이너리다. 1986년부터 포도를 재배하기 시작했으며 1993년부터 즐라탄 오토크라는 이름을 사용하기 시작했다. 즐라탄 오토크의 포도밭은 Hvar 섬 남쪽과 Biokovo 산맥 아래 Makarska에 위치해 있다. Šibenik에는 자매 와이너리인 Vinoline의 포도밭도 운영하고 있다.
조셉 드라덴Josef Drathen,"조셉 드라덴(Josef Drathen)은 100년 넘게 가족이 경영하고 있는 유서깊은 와이너리로, 1860년 네덜란드 출신의 피터 조셉 드라덴(Peter Josef Drathen)이 모젤 지역에 이 와이너리를 설립했다. 1939년 그의 타계 후 그의 아내가 와이너리를 상속받아 조카딸인 Grete Gesthü;sen 부부와 함께 운영하게 된다. 1969년부터는 Arther Gesthü;sen, Dieter Gesthü;sen, Josef Zirwes 등 이 가족의 일원들이 현재까지 성공적으로 와이"
무가Muga [Bodegas Muga],보데가스 무가 (Bodegas Muga)의 역사는 무가 집안 그 자체와 긴밀히 연결되어 있다. 스페인 와인시장에서 오랜 전통을 가진 가문의 후손들인Isaac Muga 와 ;Aurora Cano 부부에 의해 1932년 설립되었다.
비냐 에기야Vina Eguia,
빠소 씨에이로Pazo Cilleiro,
알레한드로 페르난데즈Alejandro Fernandez,"알레한드로 페르난데즈 (Alejandro Fernandez)는 80년대 중반, 그 지역의 최고의 포도원이 될 수 있는 이상적인 조건을 갖춘 Duero 강변의 버려진 산기슭을 발견했다. 남쪽을 향하고 있는 이 완만한 비탈길은 두에로 강에서 끝이 나며, 템프라닐로 품종으로부터 만들어내는 와인을 생산하는 데 필요한 자갈, 점토, 석고로 구성된 여러 가지의 토양을 가지고 있었다."
도메니꼬 끌레리꼬Domenico Clerico,도메니꼬 끌레리꼬(Domenico Clerico)는1979년 자신의 첫 바롤로를 내놓은 바롤로 모더니즘파의 창립 멤버 중 하나이다. 끌레리꼬와 그의 동료들은 보다 전통을 고수하는 이웃들로부터 전통적으로 엄격하고 꾸밈없는 귀족적인 바롤로의 본질을 배반한다는 비난을 받아왔다.
테누테 라 포데리나 -사이아그리콜라 소속Tenuta La Poderina -Saiagricola,
살바노Salvano,
우마니론끼Umani Ronchi,"우마니론끼 (Umani Ronchi) 는1955년, 지노 우마니 론끼(Gino Umani Ronchi) 박사에 의해 쿠프라몬타나(Cupramontana)에 설립되었다. 기술자인 비안키(Bianchi)씨와 파트너쉽을 맺으면서 Umani Ronchi의 생산과 마케팅은 급격히 성장해 갔다."
들라스Delas,들라스 프레르(Delas Freres)의 역사는 1835년 샤를 오디베르와 필립 들라스가 꼬뜨 뒤론의 심장부에 위치한 40년 된 와이너리를 매입해 자신들의 이름을 따 Audibert &; Delas라고 명명한 데에서 시작한다.
샤를 도떼일Charles Dauteuil,
샴페인 고세Gosset [Champagne Gosset],"샴페인 고세 (Champagne Gosset) 는 샴페인 지역에서 가장 오래된 와인하우스로, 부드러우면서도 우아한 맛으로 사랑받는 샴페인으로 특히 크루그(Krug), 볼랭져(Bollinger)와 함께 전문가들 사이에서 K.G.B라는 애칭으로 불리우며, 세계 3대 프레스티지 샴페인으로 손꼽힌다."
도츠Deutz [Champagne Deutz],에뻬르네이(Epernay)에서 2마일 떨어져있으며 마른(Marne)강과 몽따뉴 드 헹스(Montagne de Reims) 언덕 사이에 위치한 Ay(아이)는 샹빠뉴의 다른 어떤 지역보다도 와인 생산지로 유명하다.
델러Delor by C.V.B.G,델러 (Delor by C.V.B.G) 는 1864년 Alphonse Delor에 의해 설립된 후 선도적인 보르도 와인 무역상으로 급성장했다. Alphonse Delor는 보르도에서 와인비지니스에 많은 영향을 끼친 인물로 '메독 지역의 왕'이라는 별명을 가졌었다.
패트리셔스 토카이Patricius Tokaji,"패트리셔스 토카이(Patricius Tokaji)는 18세기 이래로 유럽 각국 왕실에 납품되는 토카이를 생산해 왔으며, 1867년에 이미 최고 등급 토카이들을 모은 책인 The Tokaji Hegyalja Album’에 등재된 최고의 브랜드 중 하나이다."
끌로 뒤발Clos Du Val,끌로 뒤 발(Clos Du Val) 와이너리와 150에이커 포도원은 나파밸리의 스테그 립 지구의 중심부에 있다. 미국에서 첫 포도재배 지역인 스테그 립은 토양의 특수성을 기반으로 ‘계곡 사이 계곡’ 이라고도 한다.
델리카토 패밀리 빈야드Delicato Family Vineyards - DFV,"델리카토 패밀리 빈야드 (Delicato Family Vineyards - DFV) 는 1924년에 설립되어 80여 년의 전통을 이어가고 있는 델리카토 사는 전 세계 35개국에 와인을 수출하고 있는 미국의 선두 와인 생산자 중 하나로, 3대를 잇는 가족경영 체계의 와이너리이다."
라포스톨 [까사 라포스톨]Lapostolle [Casa Lapostolle],"라포스톨(Casa Lapostolle) 은 1994년 프랑스의 마니에르 라포스톨(Marnier Lapostolle) 가문이 칠레에 설립한 와이너리로, 프랑스의 세계 최고 기술력과 칠레의 우수한 테루아를 조합하여 세계 정상급 와인을 만들고자 설립되었다."
얄리Yali,"얄리(Yali)는 칠레 최대 농수산 축산물 기업 Agrosuper가 설립한 와이너리인 비냐 벤티스쿠에로(Vina Ventisquero)의 자회사로 와인메이커 존 듀발과 펠리프 토쏘의 철학이 담긴 와인을 생산하고 있다. 칠레 유일, 와이너리 소유 포도밭의 포도만으로 와인을 만들고 있으며, 버라이어탈 와인부터 리미티드까지 다양한 레인지 보유하고 있다."
알타 비스타Alta Vista,"알타 비스타(Alta Vista)는 1997년 프랑스 d'Aulan 의 (Chateau Sansonnet (saint Emilion) 소유주) Jean-Michel Arcaute(Robert Parker 에 의하여 "";Winemaker of the year""; 두 번 수상 경력)에 의해 설립되었다."
바르톨로빅Bartolovic,
갈릭Galic,
크라우테커Krauthaker,
베세보Vesevo,"베세보(Vesevo)는 아브루쪼의 유명 생산자 파네세와 깜빠니아 지역에서 최고의 와인 생산지역의 포도밭을 제공하는 로컬 파트너와의 합작으로 세워진 와이너리로 깜빠니아 지역에서 최고의 생산지역에 위치해 있다. 베세보는 전체 면적 60 헥타르의 포도밭을 소유하고 있으며 3개의 DOCG 지역(Greco di Tufo, Fiano di Avellino, Taurasi) 에서 와인을 생산하고 있다."
라로쉬Domaine Laroche,"라로쉬(Laroche ) 는 1850년 부터 샤블리 지역에서 와인 만들기를 시작하였다. 미쉘 라로쉬는 제 5대 손으로서,1967년 부터 포도나무와 와인 만들기를 중시하며 긴 역사를 이어나갔다. 미쉘은 샤블리의 대대적인 변화를 가져왔으며 오로지 와인 생산과 판매로 업을 이어나가는 첫 세대가 되었다."
페트라Petra,페트라(Petra)는 라틴어로 돌(stone)을 의미하는 ‘Pietra’에서 유래했다. 소유주인 비또리오 모레띠(Vittorio Moretti)의 딸 프란체스카 모레띠(Francesca Moretti)의 고품질 레드와인 생산에 대한 열정으로 시작된 와이너리이다.
아워글래스Hourglass,"Hourglass Wines는 소량 생산으로 유명한 나파밸리의 작은 와이너리로, 1970년대 부친인 Ned Smith가 운영했던 포도밭을 물려받은 Jeff Smith가 1990년에 새롭게 설립했다. 아버지 Ned는 1976년부터 4 에이커 정도의 땅에서 진판델을 재배해서 판매했지만 1980년대 후반 캘리포니아에 퍼진 필록세라는 포도밭을 서서히 죽이고 있었다."
앤드류 윌 와이너리Andrew Will Winery,앤드류 윌 (Andrew Will Winery) 은 1989년에 전직 소믈리에 출신인 Chris Camarda에 의해 시에틀의 한 공장 부지에서 조그마하게 시작한 와이너리다.
듀몰DuMOL,"듀몰(Dumol)은 지난 10년 간 미국을 대표하는 와인으로 중요한 순간마다 무려 5차례나 백악관의 정상과 함께 해왔다. '백악관의 와인'으로 유명세를 얻으면서 더 많은 와인을 생산하라는 유혹이 많았지만, 고집스럽게 자신의 방식을 고수하며 적은 소출을 유지, 정통 소노마 명가로 명성을 더해가고 있다."
까사 산토스 리마Casa Santos Lima,까사 산토스 리마(Casa Santos Lima)는 포르투갈 리스본에서 4대째 와이너리를 경영하고 있는 이 지역에서 가장 유명하고 큰 규모의 와이너리이다. 400헥타르에 이르는 자가 소유 포도밭에서 합리적인 가격을 지닌 우수한 품질의 와인을 생산하고 있으며 포르투갈의 많은 포도 생산 자들과 파트너십을 가지고 다양한 와인들을 생산하고 있다.
미니에르 F&RMiniere F&R,미니에르 F&R(Champagne Minière F&R)은 현재 두 형제 Frédéric과 Rodolphe가 4대째 도멘을 운영하고 있다. 1919년 이들의 증조부인 Alfred에 의해 설립되었으며 Alfred는 직접 압착기를 제작해 만든 와인을 랭스(Remis)의 상인들에게 판매하곤 했다.
도멘 꼬르디에Domaine Cordier,도멘 꼬르디에​(Domaine Cordier)는 현재 부르고뉴에서 가장 떠오르는 와인 생산자 중 한 명으로 꼽히고 있는 Christophe Cordier가 운영한다. Mâcon의 Coche Dury로 불릴 만큼 뛰어난 품질의 와인을 생산하고 있다.
마우로 세바스테Mauro Sebaste,
까사 지렐리Casa Girelli,"까사 지렐리(Casa Girelli)는 2002년, 프리미엄 레인지인 비르뚜오조를 자랑스럽게 생산하기 시작했다. 최상급 퀄리티의 포도를 수작업으로 재배해 까사지렐리의 와인메이커들에 의해 열정적으로 만들어진 와인이며, 매우 한정된 생산을 한다. 작은 오크통에서 발효되고 숙성되며 이것이 비르뚜오조 와인에 그들의 장인정신을 훌륭히 표명하게 해주는 특징이다."
롱 쉐도우 빈트너즈Long Shadows Vintners,"롱 쉐도우(Long Shadows)의 오너 알렌 슙(Allen Shoup)은 워싱턴 주를 와인의 땅으로 만들어 낸 주역이라해도 과언이 아니다. 스팀슨 레인 와인 그룹(Stimson Lane Wine Group)에서 20년동안 일했고, 17년 동안은 CEO를 역임했다. (스팀슨 레인 와인 그룹은 Chateau St.Michelle, Columbia Crest, 등 많은 와이너리를 소유하고있다.)"
페드론셀리 와이너리Pedroncelli Winery,"페드론셀리 와이너리(Pedroncelli Winry)의 홈페이지에는 여느 사이트와는 달리, 대가족의 사진이 첫 페이지를 채운다. 물론, 개개인 하나하나의 이름들도 소개되어 있다. 이렇게 그들은 4대째 이어져 오는 Family Winery임에 굉장한 자부심과 열정을 가지고 있는 전통의 와이너리이다."
아브르 빈야드Abreau Vineyards,
제이 파리아 앤 필호스J.Faria & Filhos,"제이 파리아 앤 필호스(J.FARIA & FILHOS)는 1949년에 세워진 가족경영 회사로 마데이라과일 베이스의 리큐어, 럼 아그리콜, 폰챠다 마데이라 등을 생산해왔다. 현재는 North Mills Distillery에서 J.FARIA & FILHOS 이름 하에 생산되는 럼 아그리콜의 모든 프로세스를 관리하고 있다."
샹파뉴 제스탕Champagne Jestin,
파고 데 로스 카페자네스Pago de los Capellanes,
보테가 비나이Bottega Vinai,
테라자스 데 로스 안데스Terrazas de los Andes,
비네롱 드 폰테스Vignerons de Fontes,"협동조합 형태의 비네롱 드 폰테스(Vignerons de Fontes)는 1930년 30여명의 와인메이커과 함께 시작해서, 현재는 200여명에 이르는 와인메이커들이 랑그독 지방 전통에 따라 과실 본연의 느낌을 최대한 살려 마시기 편하고 시음 적기의 와인을 생산하고 있다."
샤또 리비에르 르 오Chateau Riviere Le Haut,
로덩 쉬스클랑Laudun Chusclan,
엘리자베스Elisabeth,
윌리 기셀브레슈트Willy Gisselbrecht,
엠 드 리니M. de Ligny,
파밀리에 로쉐Famille Rochet,
샤또 말벳Chateau Malbat,
올리비에 쉴처Olivier Sulzer,
샤또 데 그라비에Chateau des Gravieres,
샤또 드 말르레Chateau de Malleret,
몬카로Moncaro,
카를로 콘티 사니Carlo Conti Sani,
세인트 할렛 와인즈St Hallett Wines,
샤또 네넹Chateau Nenin,
샤또 포탕삭Chateau Potensac,샤또 포탕삭 (Chateau Potensac)은 대지의 느낌을 충만히 전해주는 특유의 짙은 풍미로 한국인이 가장 애음하는 와인을 생산하는 고급 와인의 고장인 Medoc(메독) 지역에 위치하고 있다.
도멘 데롱Domaines Delon,
